Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2025-06-02,NK-REACT-GRY-M,242356.35,857,SUPP-01,100,42,Priority,514,771,2025-05-30,2025-06-06,1,0,0,599,857,Fixed,1,0
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-NA,2025-11-17,NK-LEBRON-WHT-XL,508900.49,2340,SUPP-05,158,123,Standard,1404,2106,2025-11-11,2025-11-21,0,1,0,1638,2340,Min-Max,0,0
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-06-02,NK-CORTEZ-BLK-9,332576,1649,SUPP-05,166,62,Economy,989,1484,2025-05-28,2025-06-05,0,0,1,1154,1649,Capped,0,1
Consensus_v1,DC-Laakdal-BE,DTC-eComm-NA,2025-10-06,NK-AIR-FORCE-GLD-11,168659.01,622,SUPP-05,72,24,Standard,373,559,2025-10-01,2025-10-10,0,0,0,435,622,Flexible,1,0
Baseline_v2,DC-Shanghai-CN,Wholesale-APAC,2025-08-25,NK-ZOOM-PEGA-WHT-10,509791.38,2288,SUPP-02,287,161,Priority,1372,2059,2025-08-21,2025-08-28,0,0,0,1601,2288,Flexible,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2025-09-22,NK-ALPHAFLY-RED-M,56106.01,542,SUPP-02,48,23,Economy,325,487,2025-09-16,2025-09-25,0,0,0,379,542,Flexible,1,0
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-05-12,NK-AIR-MAX-BLU-13,119232.37,1519,SUPP-05,84,60,Priority,911,1367,2025-05-06,2025-05-15,0,1,0,1063,1519,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-11-24,NK-AIR-FORCE-GRY-7,850421.86,2995,SUPP-04,342,135,Economy,1797,2695,2025-11-19,2025-11-28,0,1,0,2096,2995,Capped,0,0
Consensus_v1,DC-Memphis-TN,Retail-EMEA,2025-03-31,NK-HUARACHE-GRY-S,424257.23,2115,SUPP-02,229,130,Economy,1269,1903,2025-03-25,2025-04-04,0,0,0,1480,2115,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-02-10,NK-FREE-RN-PPL-9,137519.55,1911,SUPP-04,268,142,Priority,1146,1719,2025-02-04,2025-02-11,0,0,0,1337,1911,Flexible,0,0
Consensus_v2,DC-Portland-OR,Wholesale-APAC,2025-09-01,NK-CORTEZ-GLD-L,214809.66,863,SUPP-03,127,36,Priority,517,776,2025-08-28,2025-09-05,0,0,0,604,863,Flexible,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-04-14,NK-JORDAN-NVY-11,25001.29,114,SUPP-02,16,6,Standard,68,102,2025-04-08,2025-04-15,0,0,0,79,114,Capped,0,0
Baseline_v1,DC-Portland-OR,Retail-APAC,2025-05-26,NK-ALPHAFLY-OGR-11,265461.42,1845,SUPP-05,113,53,Express,1107,1660,2025-05-23,2025-05-28,0,0,0,1291,1845,Fixed,0,0
Consensus_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-02-10,NK-REACT-GLD-10,414996.15,2548,SUPP-04,163,152,Priority,1528,2293,2025-02-07,2025-02-11,0,0,0,1783,2548,Min-Max,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-08-11,NK-LEBRON-WHT-10,80817.97,812,SUPP-04,67,53,Express,487,730,2025-08-06,2025-08-12,0,0,1,568,812,Flexible,0,0
Baseline_v2,DC-Laakdal-BE,Retail-EMEA,2025-01-20,NK-METCON-RED-S,517135.99,2732,SUPP-03,272,71,Economy,1639,2458,2025-01-15,2025-01-24,0,0,0,1912,2732,Capped,1,0
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2025-02-24,NK-SPORTS-BRA-INDY-GRY-M,372544.09,2403,SUPP-03,340,124,Standard,1441,2162,2025-02-21,2025-02-27,1,0,1,1682,2403,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-LATAM,2025-02-24,NK-VAPORFLY-NVY-XXL,583160.18,2687,SUPP-01,175,124,Economy,1612,2418,2025-02-19,2025-02-25,0,0,0,1880,2687,Flexible,0,0
Baseline_v2,DC-Dubai-UAE,DTC-Stores-NA,2025-08-04,NK-DUNK-OGR-M,180949.32,1985,SUPP-05,235,50,Priority,1191,1786,2025-08-01,2025-08-08,1,1,0,1389,1985,Min-Max,1,1
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2025-01-13,NK-REACT-NVY-7,420963.08,2473,SUPP-02,212,122,Express,1483,2225,2025-01-07,2025-01-15,0,0,1,1731,2473,Min-Max,0,0
Consensus_v2,DC-Tokyo-JP,DTC-eComm-NA,2025-06-09,NK-DUNK-RED-XXL,271936.15,1881,SUPP-03,252,90,Priority,1128,1692,2025-06-03,2025-06-12,0,0,0,1316,1881,Capped,0,0
Baseline_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-06-09,NK-HUARACHE-GRY-S,39248.47,277,SUPP-04,37,9,Express,166,249,2025-06-05,2025-06-10,1,0,1,193,277,Capped,0,0
OP_Plan_2025,DC-Johannesburg-ZA,Retail-EMEA,2025-08-18,NK-METCON-WHT-XL,157798.83,2628,SUPP-03,175,114,Priority,1576,2365,2025-08-14,2025-08-19,0,0,0,1839,2628,Flexible,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-LATAM,2025-05-12,NK-METCON-WHT-L,753829.92,2919,SUPP-04,350,205,Economy,1751,2627,2025-05-06,2025-05-15,1,0,0,2043,2919,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2025-03-03,NK-BLAZER-GLD-10,14835.37,86,SUPP-02,6,4,Standard,51,77,2025-02-27,2025-03-05,0,0,1,60,86,Min-Max,0,0
Consensus_v2,DC-Tokyo-JP,Retail-EMEA,2025-12-08,NK-VAPORFLY-GRN-9,145236.41,891,SUPP-01,68,60,Standard,534,801,2025-12-03,2025-12-11,0,1,0,623,891,Fixed,0,1
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2025-02-24,NK-FREE-RN-NVY-10,257364.86,1576,SUPP-05,128,72,Economy,945,1418,2025-02-18,2025-02-27,0,1,0,1103,1576,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,Wholesale-NA,2025-06-02,NK-DUNK-BLU-XXL,694371.82,2370,SUPP-04,180,86,Express,1422,2133,2025-05-29,2025-06-06,0,0,0,1659,2370,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,Retail-APAC,2025-09-01,NK-LEBRON-BLK-13,129736.77,628,SUPP-04,49,20,Priority,376,565,2025-08-27,2025-09-02,0,0,0,439,628,Capped,0,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2025-10-13,NK-SHORT-DRI-BLK-M,98781.66,1221,SUPP-05,136,32,Economy,732,1098,2025-10-09,2025-10-16,0,0,0,854,1221,Capped,1,0
Consensus_v1,DC-Dubai-UAE,Wholesale-LATAM,2025-11-10,NK-REACT-GLD-13,247421.74,1843,SUPP-05,243,142,Economy,1105,1658,2025-11-04,2025-11-11,0,0,0,1290,1843,Flexible,0,0
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-09-08,NK-REACT-WHT-L,101334.35,1138,SUPP-05,104,74,Standard,682,1024,2025-09-05,2025-09-09,0,1,0,796,1138,Flexible,0,1
Baseline_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-09-29,NK-ALPHAFLY-BLK-M,614070.53,2627,SUPP-03,163,194,Economy,1576,2364,2025-09-26,2025-10-02,0,0,0,1838,2627,Fixed,1,0
Baseline_v1,DC-Tokyo-JP,DTC-eComm-EMEA,2025-06-23,NK-AIR-FORCE-RED-XL,476626.54,2201,SUPP-04,296,135,Priority,1320,1980,2025-06-19,2025-06-26,0,1,1,1540,2201,Min-Max,1,0
Consensus_v2,DC-Tokyo-JP,Wholesale-LATAM,2025-03-17,NK-VAPORFLY-GLD-XL,263426.8,1767,SUPP-05,194,110,Priority,1060,1590,2025-03-12,2025-03-19,0,1,0,1236,1767,Flexible,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-10-27,NK-KD-GRY-13,297015.28,1188,SUPP-04,130,30,Standard,712,1069,2025-10-21,2025-10-30,0,0,0,831,1188,Min-Max,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-MEA,2025-06-30,NK-VAPORFLY-GRY-10,11125.85,165,SUPP-02,14,4,Standard,99,148,2025-06-27,2025-07-04,0,0,0,115,165,Flexible,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-EMEA,2025-12-08,NK-DUNK-GRY-10,63751.67,310,SUPP-05,20,6,Express,186,279,2025-12-02,2025-12-12,0,0,1,217,310,Min-Max,0,0
Baseline_v1,DC-Shanghai-CN,Retail-APAC,2025-12-22,NK-METCON-PPL-12,103982.24,572,SUPP-03,67,19,Standard,343,514,2025-12-16,2025-12-25,0,0,0,400,572,Fixed,0,0
Consensus_v2,DC-Dubai-UAE,Retail-EMEA,2025-06-02,NK-ZOOM-PEGA-GRY-8,361289.27,1729,SUPP-03,121,75,Standard,1037,1556,2025-05-30,2025-06-04,0,0,0,1210,1729,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-APAC,2025-07-14,NK-DUNK-PPL-10,49143.91,220,SUPP-02,21,4,Priority,132,198,2025-07-08,2025-07-18,0,0,0,154,220,Min-Max,0,1
Consensus_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-12-22,NK-KD-WHT-12,469077.88,1752,SUPP-01,259,77,Priority,1051,1576,2025-12-16,2025-12-26,1,0,1,1226,1752,Capped,0,0
OP_Plan_2025,DC-Dubai-UAE,Retail-EMEA,2025-01-20,NK-VAPORFLY-BLU-10,250395.21,1372,SUPP-02,154,103,Express,823,1234,2025-01-17,2025-01-22,0,0,1,960,1372,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,DTC-Stores-EMEA,2025-07-28,NK-ZOOM-PEGA-NVY-L,22760.25,76,SUPP-01,8,5,Economy,45,68,2025-07-24,2025-07-29,0,1,0,53,76,Capped,1,0
Consensus_v1,DC-Laakdal-BE,Retail-APAC,2025-09-01,NK-KD-PPL-M,151153.14,1860,SUPP-04,183,45,Standard,1116,1674,2025-08-28,2025-09-03,1,0,1,1302,1860,Min-Max,1,0
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2025-04-28,NK-DUNK-WHT-L,382543.37,1526,SUPP-03,184,35,Express,915,1373,2025-04-25,2025-04-30,0,0,0,1068,1526,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2025-05-12,NK-VAPORFLY-BLU-10,238101.19,1105,SUPP-04,68,81,Priority,663,994,2025-05-07,2025-05-14,0,0,0,773,1105,Capped,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2025-07-28,NK-JORDAN-OGR-12,149355.73,1584,SUPP-03,202,57,Standard,950,1425,2025-07-24,2025-07-30,0,0,0,1108,1584,Flexible,1,0
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2025-06-02,NK-JORDAN-WHT-L,160222.16,2135,SUPP-03,285,43,Economy,1281,1921,2025-05-30,2025-06-05,0,1,0,1494,2135,Flexible,1,0
Consensus_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2025-12-08,NK-METCON-OGR-9,331125.96,1163,SUPP-02,136,31,Economy,697,1046,2025-12-05,2025-12-11,0,1,0,814,1163,Fixed,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-LATAM,2025-01-27,NK-SHORT-DRI-NVY-XL,279112.03,2122,SUPP-01,128,141,Economy,1273,1909,2025-01-22,2025-01-28,0,0,0,1485,2122,Capped,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-LATAM,2025-03-31,NK-SOCK-PERF-3PK-NVY,328859.01,1278,SUPP-05,172,41,Express,766,1150,2025-03-26,2025-04-02,0,1,0,894,1278,Min-Max,0,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-EMEA,2025-05-26,NK-JORDAN-GLD-10,355400.12,2062,SUPP-05,222,51,Priority,1237,1855,2025-05-23,2025-05-29,0,0,0,1443,2062,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-EMEA,2025-09-08,NK-AIR-MAX-BLU-10,192424.98,2849,SUPP-02,352,113,Priority,1709,2564,2025-09-02,2025-09-10,0,1,0,1994,2849,Capped,1,0
OP_Plan_2025,DC-Portland-OR,Wholesale-NA,2025-03-24,NK-REACT-WHT-11,26908.32,420,SUPP-02,53,28,Economy,252,378,2025-03-21,2025-03-26,0,0,0,294,420,Min-Max,0,0
Consensus_v1,DC-Shanghai-CN,Retail-APAC,2025-09-08,NK-HUARACHE-BLU-9,167308.79,2548,SUPP-05,356,170,Standard,1528,2293,2025-09-02,2025-09-10,1,0,0,1783,2548,Capped,0,0
Baseline_v1,DC-Portland-OR,Wholesale-MEA,2025-06-30,NK-DUNK-RED-M,348789.77,2971,SUPP-02,306,175,Standard,1782,2673,2025-06-25,2025-07-03,0,1,0,2079,2971,Min-Max,1,0
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-01-27,NK-LEBRON-RED-7,265040.57,1195,SUPP-02,90,48,Express,717,1075,2025-01-21,2025-01-29,0,0,0,836,1195,Min-Max,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-MEA,2025-09-22,NK-FREE-RN-GRY-XL,190303.68,1612,SUPP-05,161,97,Economy,967,1450,2025-09-19,2025-09-24,0,0,0,1128,1612,Capped,1,0
Consensus_v1,DC-Shanghai-CN,Retail-APAC,2025-04-28,NK-ZOOM-PEGA-GLD-12,737043.03,2944,SUPP-03,398,101,Express,1766,2649,2025-04-22,2025-04-29,0,0,0,2060,2944,Flexible,0,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-NA,2025-05-05,NK-KD-BLU-S,310962.46,2944,SUPP-05,380,219,Express,1766,2649,2025-04-29,2025-05-09,0,1,0,2060,2944,Fixed,0,0
Consensus_v2,DC-Memphis-TN,DTC-Stores-NA,2025-05-19,NK-LEBRON-RED-L,420992.02,1717,SUPP-02,171,35,Priority,1030,1545,2025-05-16,2025-05-21,0,0,1,1201,1717,Flexible,0,0
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-01-20,NK-LEBRON-WHT-11,161625.75,2689,SUPP-01,376,78,Economy,1613,2420,2025-01-14,2025-01-24,0,1,1,1882,2689,Fixed,0,0
Baseline_v2,DC-Memphis-TN,Wholesale-APAC,2025-04-28,NK-AIR-FORCE-BLK-L,285330.31,2373,SUPP-02,252,98,Economy,1423,2135,2025-04-23,2025-04-29,0,0,0,1661,2373,Fixed,0,0
Consensus_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-10-13,NK-HUARACHE-BLK-10,569428.42,2853,SUPP-02,267,156,Priority,1711,2567,2025-10-08,2025-10-17,0,1,1,1997,2853,Capped,0,0
Baseline_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-07-21,NK-VAPORFLY-GRY-7,105166.28,803,SUPP-01,87,17,Economy,481,722,2025-07-16,2025-07-23,0,1,0,562,803,Capped,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2025-10-20,NK-JORDAN-PPL-10,456271.75,2483,SUPP-05,239,56,Standard,1489,2234,2025-10-16,2025-10-24,0,0,0,1738,2483,Capped,0,0
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-05-19,NK-METCON-GLD-11,43997.86,729,SUPP-02,89,56,Express,437,656,2025-05-16,2025-05-22,0,1,1,510,729,Flexible,0,0
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-MEA,2025-11-24,NK-AIR-MAX-BLU-11,719873.05,2429,SUPP-03,304,105,Express,1457,2186,2025-11-19,2025-11-27,0,0,1,1700,2429,Flexible,0,0
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-12-01,NK-REACT-GRY-7,213870.7,924,SUPP-02,116,24,Priority,554,831,2025-11-26,2025-12-04,0,0,1,646,924,Min-Max,0,0
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-NA,2025-04-28,NK-KD-NVY-XL,10216.14,141,SUPP-05,9,4,Economy,84,126,2025-04-23,2025-04-29,0,0,0,98,141,Capped,1,0
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-05-05,NK-SHORT-DRI-BLK-L,24028.95,97,SUPP-01,6,6,Standard,58,87,2025-04-30,2025-05-09,1,0,0,67,97,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-12-01,NK-ZOOM-PEGA-OGR-XL,464285.77,2410,SUPP-03,216,67,Standard,1446,2169,2025-11-25,2025-12-02,0,0,0,1687,2410,Min-Max,1,1
Consensus_v1,DC-Shanghai-CN,Wholesale-NA,2025-12-22,NK-SHORT-DRI-BLK-L,18850.01,85,SUPP-01,4,4,Standard,51,76,2025-12-18,2025-12-24,0,0,0,59,85,Min-Max,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-10-13,NK-FREE-RN-BLK-11,289643.8,2072,SUPP-04,115,87,Standard,1243,1864,2025-10-07,2025-10-16,0,1,1,1450,2072,Capped,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2025-04-28,NK-JORDAN-BLU-S,67779.79,354,SUPP-03,52,18,Economy,212,318,2025-04-25,2025-05-01,0,0,0,247,354,Capped,0,0
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2025-06-30,NK-FREE-RN-GLD-7,143609.38,1830,SUPP-02,105,141,Express,1098,1647,2025-06-26,2025-07-01,0,1,0,1281,1830,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,DTC-Stores-NA,2025-12-01,NK-AIR-FORCE-PPL-XXL,329727.42,1771,SUPP-03,132,35,Express,1062,1593,2025-11-28,2025-12-02,1,0,0,1239,1771,Capped,0,0
Baseline_v1,DC-Tokyo-JP,Wholesale-MEA,2025-07-14,NK-ALPHAFLY-GRN-11,289992.31,1901,SUPP-01,273,99,Express,1140,1710,2025-07-08,2025-07-15,0,0,0,1330,1901,Min-Max,0,0
Baseline_v1,DC-Portland-OR,Wholesale-MEA,2025-11-24,NK-HUARACHE-BLK-M,133540.78,813,SUPP-04,99,16,Standard,487,731,2025-11-19,2025-11-27,0,0,1,569,813,Capped,1,0
Baseline_v2,DC-Portland-OR,DTC-eComm-NA,2025-08-18,NK-ALPHAFLY-GRN-L,85245.58,682,SUPP-02,50,16,Express,409,613,2025-08-14,2025-08-21,0,1,1,477,682,Fixed,1,0
Consensus_v1,DC-Portland-OR,Wholesale-LATAM,2025-09-22,NK-DUNK-PPL-11,531341.49,2241,SUPP-04,228,54,Priority,1344,2016,2025-09-18,2025-09-26,1,1,0,1568,2241,Min-Max,0,0
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-10-27,NK-LEBRON-OGR-9,502203.57,1931,SUPP-03,192,100,Express,1158,1737,2025-10-24,2025-10-31,0,0,0,1351,1931,Fixed,0,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-NA,2025-07-14,NK-REACT-GRN-XXL,87647.68,360,SUPP-04,32,21,Standard,216,324,2025-07-10,2025-07-15,0,1,1,251,360,Min-Max,0,0
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-01-27,NK-FREE-RN-GRY-12,462074.92,2777,SUPP-05,292,98,Priority,1666,2499,2025-01-22,2025-01-28,0,0,0,1943,2777,Capped,1,0
Consensus_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-03-03,NK-HUARACHE-RED-XL,72241.22,279,SUPP-01,23,14,Economy,167,251,2025-02-25,2025-03-07,0,0,0,195,279,Fixed,0,0
Baseline_v1,DC-Dubai-UAE,Wholesale-NA,2025-12-01,NK-JORDAN-GLD-9,39468.64,396,SUPP-03,19,24,Priority,237,356,2025-11-26,2025-12-04,1,0,0,277,396,Capped,0,0
Consensus_v2,DC-Johannesburg-ZA,Retail-APAC,2025-10-20,NK-REACT-PPL-9,218985.35,1842,SUPP-05,102,80,Standard,1105,1657,2025-10-17,2025-10-21,0,0,0,1289,1842,Flexible,0,0
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-07-21,NK-AIR-MAX-RED-7,242276.66,1525,SUPP-02,209,88,Standard,915,1372,2025-07-16,2025-07-22,0,0,1,1067,1525,Min-Max,1,1
Baseline_v2,DC-Shanghai-CN,DTC-Stores-EMEA,2025-01-06,NK-HOODIE-CLUB-WHT-M,25776.98,103,SUPP-04,5,4,Standard,61,92,2025-01-01,2025-01-09,0,1,1,72,103,Capped,0,0
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2025-10-13,NK-ALPHAFLY-GRN-9,295341.36,1618,SUPP-02,213,71,Priority,970,1456,2025-10-09,2025-10-14,0,0,0,1132,1618,Capped,1,0
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2025-12-08,NK-ZOOM-PEGA-PPL-S,40230.16,268,SUPP-03,34,12,Economy,160,241,2025-12-02,2025-12-11,0,0,0,187,268,Flexible,0,1
Baseline_v1,DC-Shanghai-CN,Retail-APAC,2025-07-28,NK-KD-BLU-XXL,151412.53,692,SUPP-02,68,14,Express,415,622,2025-07-22,2025-08-01,0,1,1,484,692,Flexible,1,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-LATAM,2025-05-12,NK-VAPORFLY-BLU-S,447704.64,1880,SUPP-03,125,59,Standard,1128,1692,2025-05-06,2025-05-15,0,1,0,1316,1880,Flexible,1,0
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2025-03-31,NK-DUNK-WHT-10,328590.77,2152,SUPP-02,234,66,Express,1291,1936,2025-03-26,2025-04-04,0,1,0,1506,2152,Capped,0,0
OP_Plan_2025,DC-Laakdal-BE,Wholesale-APAC,2025-11-24,NK-VAPORFLY-GRN-XXL,461902.3,1928,SUPP-02,139,99,Economy,1156,1735,2025-11-18,2025-11-26,0,1,0,1349,1928,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2025-09-15,NK-METCON-GLD-XL,216905.25,2256,SUPP-02,161,107,Priority,1353,2030,2025-09-11,2025-09-17,0,1,1,1579,2256,Capped,0,0
Consensus_v2,DC-Shanghai-CN,Wholesale-MEA,2025-03-31,NK-DUNK-WHT-L,652718.5,2484,SUPP-05,186,135,Economy,1490,2235,2025-03-28,2025-04-01,0,0,0,1738,2484,Fixed,1,0
Baseline_v2,DC-Portland-OR,Wholesale-APAC,2025-05-26,NK-DUNK-OGR-7,462676.51,2362,SUPP-03,191,139,Express,1417,2125,2025-05-23,2025-05-27,0,0,1,1653,2362,Flexible,0,0
Consensus_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-07-21,NK-VAPORFLY-WHT-XXL,379155.47,2282,SUPP-04,275,98,Standard,1369,2053,2025-07-18,2025-07-24,0,0,0,1597,2282,Flexible,0,0
Consensus_v1,DC-Tokyo-JP,DTC-Stores-NA,2025-05-19,NK-SPORTS-BRA-INDY-NVY-M,510671.67,2822,SUPP-01,408,197,Economy,1693,2539,2025-05-15,2025-05-23,0,0,0,1975,2822,Min-Max,0,0
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2025-01-06,NK-ALPHAFLY-GRY-11,132726.14,579,SUPP-03,55,34,Economy,347,521,2024-12-31,2025-01-07,0,0,0,405,579,Flexible,0,0
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2025-07-28,NK-BLAZER-GRY-13,530741.87,2650,SUPP-05,353,155,Priority,1590,2385,2025-07-25,2025-07-31,0,1,0,1854,2650,Min-Max,1,0
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2025-02-17,NK-LEBRON-PPL-9,449961.57,1529,SUPP-05,180,65,Express,917,1376,2025-02-11,2025-02-21,0,0,0,1070,1529,Min-Max,1,0
Consensus_v1,DC-Memphis-TN,DTC-eComm-NA,2025-05-19,NK-DUNK-PPL-XL,176831.56,1075,SUPP-04,96,64,Express,645,967,2025-05-13,2025-05-21,0,0,0,752,1075,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,Retail-APAC,2025-05-19,NK-KD-GRY-7,707312.19,2920,SUPP-02,428,135,Economy,1752,2628,2025-05-15,2025-05-23,0,0,0,2043,2920,Capped,0,0
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2025-08-04,NK-VAPORFLY-BLU-L,183429.5,2341,SUPP-02,348,84,Priority,1404,2106,2025-08-01,2025-08-08,0,0,0,1638,2341,Capped,0,0
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2025-08-04,NK-CORTEZ-PPL-XL,245532.4,954,SUPP-02,53,43,Economy,572,858,2025-07-31,2025-08-07,0,0,0,667,954,Capped,1,0
Baseline_v1,DC-Laakdal-BE,DTC-eComm-NA,2025-07-07,NK-AIR-MAX-GLD-11,275429,1592,SUPP-04,184,85,Economy,955,1432,2025-07-02,2025-07-10,0,0,0,1114,1592,Fixed,1,0
Consensus_v1,DC-Dubai-UAE,DTC-eComm-EMEA,2025-03-31,NK-CORTEZ-PPL-XXL,312062.35,1758,SUPP-04,201,59,Standard,1054,1582,2025-03-26,2025-04-02,0,0,0,1230,1758,Flexible,1,0
Consensus_v1,DC-Shanghai-CN,Wholesale-NA,2025-09-22,NK-JACKET-WIND-GRY-S,573765.41,2911,SUPP-05,187,123,Economy,1746,2619,2025-09-16,2025-09-24,0,1,0,2037,2911,Min-Max,0,0
Baseline_v1,DC-Dubai-UAE,Wholesale-APAC,2025-09-29,NK-AIR-FORCE-GLD-XXL,429598.88,1787,SUPP-01,200,100,Economy,1072,1608,2025-09-26,2025-10-01,0,0,0,1250,1787,Min-Max,0,0
Baseline_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-02-24,NK-JOGGER-TECH-NVY-M,690348.41,2777,SUPP-01,302,56,Express,1666,2499,2025-02-18,2025-02-27,1,1,0,1943,2777,Flexible,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-APAC,2025-07-28,NK-ALPHAFLY-PPL-L,92529.3,653,SUPP-01,65,37,Standard,391,587,2025-07-22,2025-07-31,0,1,0,457,653,Min-Max,1,0
Baseline_v1,DC-Laakdal-BE,Retail-APAC,2025-08-11,NK-REACT-BLU-9,45845.1,196,SUPP-03,11,11,Economy,117,176,2025-08-07,2025-08-12,0,0,0,137,196,Flexible,0,0
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2025-06-09,NK-JORDAN-GLD-7,411658.08,2785,SUPP-01,227,180,Standard,1671,2506,2025-06-05,2025-06-10,1,0,1,1949,2785,Capped,0,0
Consensus_v2,DC-Memphis-TN,Wholesale-APAC,2025-09-22,NK-LEBRON-BLU-12,192428.61,922,SUPP-01,101,46,Standard,553,829,2025-09-18,2025-09-26,0,0,0,645,922,Capped,0,0
