Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Partial Week],Item.[Item],Actual 12 Weeks,Actual 4 Weeks,Actual 8 Weeks,Actual External,Actual Final,Published Final Fcst Lag1 12weeks,Published Final Fcst Lag1 4weeks,Published Final Fcst Lag1 8weeks,Published Final Fcst Lag1 External,Published Final Fcst Lag1 Final
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W20,NK-KD-GRN-12,3472,1223,2417,162,3715,3513,3505,3648,192,3754
OP_Plan_2025,DC-Shanghai-CN,Wholesale-NA,2024-W19,NK-REACT-BLU-12,531,177,371,19,551,642,534,532,18,527
Baseline_v2,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W45,NK-FREE-RN-OGR-7,2285,742,1438,46,2300,2456,2500,2090,54,2513
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2024-W41,NK-BLAZER-PPL-9,931,334,733,20,1023,952,988,1205,20,1068
Baseline_v1,DC-Laakdal-BE,DTC-eComm-NA,2024-W30,NK-VAPORFLY-PPL-12,3469,1039,2397,81,3534,3149,3729,3170,78,3409
Consensus_v2,DC-Portland-OR,DTC-eComm-EMEA,2024-W37,NK-FREE-RN-BLU-9,3801,1426,2749,235,4132,4360,4514,3981,247,4176
OP_Plan_2025,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W07,NK-HUARACHE-WHT-8,267,90,175,15,271,315,294,266,15,308
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W04,NK-ALPHAFLY-BLU-9,2446,864,1535,111,2506,1788,2574,2134,120,2998
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2024-W49,NK-JORDAN-GRY-9,132,47,90,4,139,131,143,168,4,147
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W45,NK-DUNK-BLU-12,1860,645,1336,144,2024,2061,2204,2409,130,2120
Consensus_v1,DC-Dubai-UAE,Retail-APAC,2024-W08,NK-JORDAN-WHT-7,3317,1199,2396,90,3621,3078,3224,4057,83,3783
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2024-W24,NK-BACKPACK-BRSLA-BLK,2698,874,1842,174,2828,3564,2906,2859,180,2554
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W01,NK-LEBRON-NVY-7,1021,341,785,56,1110,1138,1061,1175,59,1178
Baseline_v2,DC-Johannesburg-ZA,Retail-APAC,2024-W22,NK-SHORT-DRI-GRY-S,3849,1398,2714,278,4124,3731,4036,4992,274,4864
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W52,NK-SPORTS-BRA-INDY-GRY-S,1820,638,1438,118,2008,2636,1852,2250,113,1825
OP_Plan_2025,DC-Dubai-UAE,Wholesale-LATAM,2024-W32,NK-HUARACHE-PPL-13,3057,1093,1993,198,3317,3143,3209,3898,221,3609
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W16,NK-HUARACHE-GRY-9,1077,367,720,45,1115,1175,1075,1067,51,1194
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W38,NK-CAP-LEGACY-NVY,1542,486,1024,121,1637,1699,1621,1487,130,1803
Consensus_v2,DC-Portland-OR,Retail-APAC,2024-W01,NK-SHORT-DRI-RED-M,1638,505,1052,55,1690,2096,1716,1913,50,1529
Consensus_v1,DC-Portland-OR,DTC-eComm-EMEA,2024-W38,NK-HUARACHE-GLD-10,1368,430,984,80,1393,1518,1560,1327,80,1441
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W35,NK-ZOOM-PEGA-WHT-7,4067,1424,2954,250,4150,4298,3809,4227,290,4714
Consensus_v1,DC-Memphis-TN,Wholesale-MEA,2024-W43,NK-HUARACHE-RED-12,165,56,114,3,170,212,187,181,3,209
Baseline_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W18,NK-SPORTS-BRA-INDY-WHT-L,2824,1043,2151,156,3024,3762,3060,3681,164,2610
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-NA,2024-W20,NK-JACKET-WIND-BLK-S,4568,1375,3111,291,4714,4727,4842,4367,319,4853
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W20,NK-METCON-BLU-9,3853,1263,2679,267,3917,3337,4371,3938,252,4632
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W42,NK-ALPHAFLY-NVY-9,408,125,301,14,425,466,454,468,15,474
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2024-W20,NK-METCON-GRN-10,3101,1096,2065,74,3150,4171,2973,3913,65,2940
Consensus_v2,DC-Portland-OR,Wholesale-APAC,2024-W13,NK-AIR-MAX-NVY-7,1294,406,877,110,1415,1624,1583,1370,105,1255
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W17,NK-AIR-MAX-BLU-12,1056,380,698,81,1131,1281,1028,1117,72,1192
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W40,NK-FREE-RN-BLK-10,2129,708,1642,106,2351,2972,2431,2534,101,2537
OP_Plan_2025,DC-Portland-OR,Wholesale-NA,2024-W37,NK-FREE-RN-GRY-7,170,56,116,9,177,153,190,166,8,191
OP_Plan_2025,DC-Dubai-UAE,Retail-APAC,2024-W08,NK-CORTEZ-BLU-8,3485,1171,2611,289,3707,4225,4191,3295,332,3746
Consensus_v2,DC-Tokyo-JP,Wholesale-MEA,2024-W50,NK-REACT-WHT-12,3907,1175,2814,158,3949,2782,4238,4132,163,4120
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2024-W02,NK-FREE-RN-BLK-9,1857,575,1228,62,1944,2308,1852,2436,69,1939
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W30,NK-ALPHAFLY-NVY-13,2155,709,1588,96,2206,2073,2322,1794,102,2581
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2024-W11,NK-DUNK-PPL-10,4191,1476,3079,279,4279,5043,4051,4522,327,4736
Baseline_v1,DC-Tokyo-JP,Retail-EMEA,2024-W02,NK-VAPORFLY-GLD-9,690,238,448,38,714,864,782,569,42,652
Baseline_v1,DC-Portland-OR,Wholesale-APAC,2024-W46,NK-JACKET-WIND-GRY-XL,292,98,203,9,303,316,300,321,8,312
Consensus_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W14,NK-FREE-RN-OGR-9,1537,494,992,58,1628,1722,1664,1835,50,1371
OP_Plan_2025,DC-Shanghai-CN,Wholesale-MEA,2024-W47,NK-AIR-FORCE-GLD-12,2166,720,1440,136,2288,2886,2507,2556,118,1871
Consensus_v2,DC-Dubai-UAE,Wholesale-MEA,2024-W46,NK-AIR-FORCE-OGR-10,3992,1309,2967,162,4295,5022,4018,5050,184,3904
Baseline_v2,DC-Portland-OR,Wholesale-APAC,2024-W49,NK-ALPHAFLY-BLU-8,3470,1198,2476,152,3696,3318,3330,3209,157,4007
Baseline_v2,DC-Tokyo-JP,Retail-APAC,2024-W28,NK-CORTEZ-BLU-10,1219,449,822,56,1344,1652,1273,1334,59,1504
Baseline_v1,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W35,NK-AIR-MAX-RED-8,1282,477,894,31,1372,1411,1303,1326,32,1392
Consensus_v1,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W05,NK-AIR-MAX-WHT-7,801,248,583,61,875,739,904,873,68,960
Consensus_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W17,NK-AIR-MAX-WHT-9,472,146,319,18,475,638,468,494,16,444
Consensus_v2,DC-Johannesburg-ZA,Wholesale-APAC,2024-W45,NK-VAPORFLY-RED-10,1806,585,1191,126,1837,1698,1892,1610,136,1890
Baseline_v2,DC-Dubai-UAE,DTC-eComm-NA,2024-W50,NK-HOODIE-CLUB-GRY-M,852,315,616,46,924,1260,1028,914,49,978
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W48,NK-HUARACHE-OGR-11,1980,638,1450,42,2051,2070,2220,1909,39,2081
Consensus_v1,DC-Memphis-TN,Retail-EMEA,2024-W09,NK-LEBRON-PPL-11,291,87,175,22,292,380,298,292,21,320
Baseline_v2,DC-Portland-OR,Wholesale-MEA,2024-W30,NK-JORDAN-PPL-9,3310,1093,2046,102,3331,2991,3387,3214,92,3422
Consensus_v1,DC-Laakdal-BE,Wholesale-NA,2024-W51,NK-DUNK-RED-8,3775,1147,2503,99,4044,3408,4044,4653,93,3695
Consensus_v2,DC-Shanghai-CN,Wholesale-NA,2024-W17,NK-HUARACHE-OGR-11,234,76,144,9,240,239,225,256,9,238
Consensus_v2,DC-Laakdal-BE,Wholesale-MEA,2024-W21,NK-VAPORFLY-PPL-7,1260,392,837,31,1371,1650,1404,1263,34,1512
Consensus_v2,DC-Dubai-UAE,Wholesale-APAC,2024-W52,NK-METCON-BLK-12,1510,533,1033,63,1552,1603,1496,1494,71,1542
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2024-W42,NK-ALPHAFLY-BLK-11,689,200,473,47,698,781,665,568,41,643
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-APAC,2024-W01,NK-KD-GLD-13,657,196,432,33,674,690,739,747,35,703
Baseline_v2,DC-Laakdal-BE,Retail-EMEA,2024-W12,NK-CORTEZ-OGR-7,2773,945,1700,63,2825,3140,3241,2561,72,2376
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W20,NK-JORDAN-OGR-11,3305,1097,2295,186,3414,3642,3357,3671,198,3679
Consensus_v1,DC-Memphis-TN,DTC-Stores-EMEA,2024-W14,NK-JORDAN-BLU-12,303,106,205,24,320,249,315,252,25,322
OP_Plan_2025,DC-Shanghai-CN,Retail-APAC,2024-W25,NK-AIR-MAX-GRN-9,4239,1429,2979,107,4462,3962,4230,4623,117,4264
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2024-W41,NK-KD-GLD-10,3173,1118,2435,68,3414,3278,3230,3766,75,3356
Consensus_v2,DC-Laakdal-BE,DTC-Stores-NA,2024-W09,NK-ALPHAFLY-OGR-11,2453,768,1799,94,2544,2469,2592,2102,82,3009
Consensus_v2,DC-Dubai-UAE,Retail-EMEA,2024-W01,NK-JORDAN-BLU-7,4075,1252,2774,136,4080,5389,4064,3392,134,3381
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W22,NK-KD-NVY-11,2399,735,1603,135,2434,2028,2544,2763,126,2732
Consensus_v1,DC-Memphis-TN,Wholesale-MEA,2024-W27,NK-KD-GRN-11,2316,843,1576,133,2511,3040,2518,2307,151,2984
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W37,NK-FREE-RN-OGR-7,2556,796,1725,157,2663,3034,2659,2616,183,3256
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W26,NK-KD-WHT-10,3626,1271,2644,140,3688,3274,4153,4440,145,4074
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W23,NK-JACKET-WIND-BLK-M,369,122,266,23,403,365,449,386,22,405
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W07,NK-AIR-MAX-GRN-13,4308,1532,3364,229,4708,3737,4937,4541,207,5047
OP_Plan_2025,DC-Portland-OR,Wholesale-LATAM,2024-W48,NK-ALPHAFLY-PPL-11,1740,539,1154,70,1881,1760,1963,1883,73,2143
Consensus_v2,DC-Johannesburg-ZA,Retail-APAC,2024-W22,NK-ALPHAFLY-GLD-13,3450,1220,2657,184,3800,4474,4100,4136,212,4374
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W44,NK-AIR-MAX-WHT-12,2542,842,1872,128,2629,2295,2963,2458,121,2337
Baseline_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W21,NK-METCON-GLD-10,2799,1042,1961,141,3037,3086,2921,3503,147,3507
Consensus_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W19,NK-DUNK-PPL-12,3915,1266,2822,211,4344,4287,4154,5146,219,4326
Baseline_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W07,NK-SHORT-DRI-BLK-XL,1025,335,661,55,1091,1007,1096,1186,48,1155
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2024-W43,NK-ZOOM-PEGA-OGR-8,3725,1320,2770,184,3911,5403,3891,3916,207,4445
Baseline_v1,DC-Memphis-TN,Retail-EMEA,2024-W26,NK-ALPHAFLY-GRN-12,3239,1196,2130,183,3453,3361,3059,3824,182,2896
Consensus_v1,DC-Laakdal-BE,Retail-EMEA,2024-W39,NK-FREE-RN-WHT-10,2651,970,1714,84,2794,2156,2632,2617,94,2845
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2024-W37,NK-DUNK-GRY-13,4120,1482,2748,195,4384,4966,4751,4836,205,5164
OP_Plan_2025,DC-Portland-OR,DTC-Stores-EMEA,2024-W01,NK-METCON-BLK-8,4316,1452,2922,254,4461,5261,4415,4972,280,4649
Baseline_v2,DC-Johannesburg-ZA,Wholesale-APAC,2024-W27,NK-BLAZER-WHT-13,1517,524,1082,120,1583,1357,1527,1633,104,1757
Consensus_v1,DC-Portland-OR,DTC-eComm-EMEA,2024-W06,NK-ZOOM-PEGA-GRY-8,1580,570,1116,87,1719,1427,1616,1765,79,1636
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W29,NK-SHORT-DRI-GRY-L,2808,1025,1841,75,2965,3470,3114,2953,64,3442
Baseline_v2,DC-Memphis-TN,DTC-Stores-EMEA,2024-W52,NK-AIR-MAX-WHT-12,2888,931,1953,92,3097,3401,3051,3018,80,3414
Baseline_v2,DC-Tokyo-JP,Wholesale-APAC,2024-W42,NK-CORTEZ-RED-8,1341,458,1037,87,1488,1380,1612,1636,87,1588
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W40,NK-BLAZER-RED-11,680,243,479,21,751,709,721,610,24,650
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W05,NK-FREE-RN-GRY-7,1822,609,1406,57,1991,2025,1874,1968,62,1864
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W28,NK-VAPORFLY-BLU-13,2034,575,1359,140,2051,1777,2286,2063,150,1833
Baseline_v2,DC-Shanghai-CN,Retail-EMEA,2024-W11,NK-HUARACHE-RED-10,4326,1321,3085,289,4389,4093,4250,5311,310,4315
Consensus_v1,DC-Dubai-UAE,Retail-APAC,2024-W07,NK-REACT-BLU-13,2107,652,1556,174,2282,3003,2449,2676,152,2491
Consensus_v1,DC-Shanghai-CN,Wholesale-NA,2024-W24,NK-METCON-BLK-8,4414,1417,2931,332,4801,4387,5132,4816,374,5979
Consensus_v2,DC-Portland-OR,Wholesale-NA,2024-W34,NK-ALPHAFLY-PPL-10,2810,933,1980,126,3098,3521,3302,3451,150,3449
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-NA,2024-W22,NK-ZOOM-PEGA-GRN-13,1746,562,1225,134,1850,1452,1890,1805,145,1939
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W05,NK-FREE-RN-NVY-12,4098,1523,3053,164,4485,4504,4361,5026,154,3748
Baseline_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W41,NK-JORDAN-BLK-11,2762,888,1782,183,2813,3072,3106,2982,171,2545
Baseline_v2,DC-Memphis-TN,Wholesale-MEA,2024-W04,NK-BLAZER-BLU-11,4482,1321,2886,167,4597,5531,4611,4811,193,5246
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W08,NK-AIR-MAX-BLU-12,2281,861,1703,129,2467,2027,2847,2262,127,2394
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W17,NK-REACT-OGR-11,4372,1378,3163,217,4761,6482,4307,4605,240,5136
Consensus_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W40,NK-FREE-RN-WHT-10,3306,1153,2415,125,3402,3858,3189,3549,113,3556
Baseline_v2,DC-Memphis-TN,Wholesale-NA,2024-W37,NK-KD-BLK-8,2583,870,1856,180,2607,2429,2783,2387,187,2422
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W05,NK-LEBRON-BLK-12,3664,1327,2711,211,4002,4042,3703,3686,249,3676
Baseline_v1,DC-Portland-OR,Wholesale-APAC,2024-W32,NK-SHORT-DRI-GRY-S,3603,1104,2756,255,3841,5247,3846,3305,295,4248
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W02,NK-VAPORFLY-PPL-12,1809,535,1238,79,1844,2080,1689,1662,86,1873
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W02,NK-FREE-RN-GRN-7,617,218,409,13,638,546,663,566,11,560
OP_Plan_2025,DC-Memphis-TN,Wholesale-NA,2024-W09,NK-DUNK-WHT-7,1187,438,835,70,1303,1049,1378,1205,80,1409
Consensus_v2,DC-Portland-OR,DTC-eComm-NA,2024-W32,NK-LEBRON-RED-7,3722,1161,2730,213,3823,3568,4019,3572,249,3744
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2024-W49,NK-ZOOM-PEGA-RED-8,1779,626,1218,125,1823,2356,1790,2051,133,2089
OP_Plan_2025,DC-Memphis-TN,DTC-eComm-NA,2024-W14,NK-CORTEZ-PPL-11,3182,1059,2346,197,3401,3300,3341,3379,200,3339
Consensus_v2,DC-Memphis-TN,Wholesale-APAC,2024-W20,NK-TEE-PRO-GRY-XL,2355,832,1609,85,2427,2151,2358,2044,79,2725
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W27,NK-KD-GLD-8,3033,1007,2105,165,3041,2355,3051,2851,187,3182
Baseline_v2,DC-Johannesburg-ZA,Retail-EMEA,2024-W14,NK-DUNK-WHT-7,487,177,372,24,531,419,517,562,20,515
Baseline_v2,DC-Tokyo-JP,Retail-EMEA,2024-W02,NK-KD-PPL-12,3346,1030,2145,243,3511,2470,3404,3972,266,4027
Consensus_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W50,NK-KD-GRY-10,3706,1232,2388,220,3834,3692,3985,3867,248,3317
Consensus_v1,DC-Memphis-TN,Retail-APAC,2024-W08,NK-METCON-GLD-13,4001,1171,2460,175,4045,4079,4045,4857,151,3569
Baseline_v2,DC-Portland-OR,Wholesale-APAC,2024-W40,NK-DUNK-WHT-11,2931,922,2045,76,3109,3396,3031,2752,66,3128
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W49,NK-JORDAN-GRN-10,667,191,442,24,678,694,650,691,23,591
Baseline_v2,DC-Portland-OR,DTC-Stores-NA,2024-W26,NK-JORDAN-PPL-8,4043,1391,2882,222,4355,3556,4826,3936,196,4139
Consensus_v2,DC-Portland-OR,DTC-Stores-NA,2024-W13,NK-REACT-RED-7,1506,488,1095,107,1655,1679,1863,1811,105,1869
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-NA,2024-W27,NK-AIR-FORCE-NVY-11,1355,432,1002,86,1430,1266,1402,1450,94,1773
Consensus_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W46,NK-DUNK-PPL-10,695,217,510,39,738,840,648,780,40,853
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2024-W04,NK-CORTEZ-BLU-12,4682,1542,3032,172,4712,4402,4743,5591,190,4047
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2024-W16,NK-AIR-FORCE-GLD-11,3046,1072,2330,221,3249,2692,3391,3200,246,3252
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W02,NK-VAPORFLY-GRY-13,1186,368,791,33,1228,885,1409,1326,37,1045
Consensus_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W49,NK-KD-BLK-12,723,249,490,28,742,814,785,735,28,856
OP_Plan_2025,DC-Tokyo-JP,Retail-EMEA,2024-W30,NK-FREE-RN-RED-8,3946,1514,2820,94,4331,3732,4776,3779,90,4292
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W27,NK-AIR-FORCE-GRN-11,1021,301,663,50,1044,1102,973,1082,50,1002
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2024-W33,NK-VAPORFLY-NVY-11,320,98,236,10,345,356,304,367,9,308
OP_Plan_2025,DC-Memphis-TN,DTC-eComm-EMEA,2024-W29,NK-ALPHAFLY-GLD-13,2084,704,1459,162,2220,2844,2403,2517,163,2226
Consensus_v1,DC-Tokyo-JP,Wholesale-NA,2024-W23,NK-REACT-GRY-10,1996,729,1264,52,2084,1719,1969,2063,49,2588
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-NA,2024-W39,NK-HUARACHE-BLK-7,118,43,92,3,130,136,145,106,3,152
Baseline_v1,DC-Portland-OR,DTC-Stores-EMEA,2024-W15,NK-JORDAN-WHT-11,881,323,651,52,928,1226,900,1017,50,1003
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W49,NK-CORTEZ-OGR-8,1629,551,1213,108,1745,1354,1715,1528,111,1911
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W28,NK-REACT-GLD-13,1251,403,921,56,1296,1092,1196,1410,58,1364
Baseline_v2,DC-Memphis-TN,Wholesale-MEA,2024-W15,NK-ALPHAFLY-BLK-13,2606,878,1694,61,2677,2616,2459,2528,55,2718
OP_Plan_2025,DC-Memphis-TN,Retail-EMEA,2024-W03,NK-JORDAN-GLD-11,2917,1085,2102,230,3241,4017,3227,2760,227,3657
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W04,NK-ALPHAFLY-PPL-7,3241,985,2079,113,3418,3287,3447,3130,124,2918
Baseline_v1,DC-Memphis-TN,DTC-Stores-EMEA,2024-W13,NK-BLAZER-WHT-12,4331,1605,3004,186,4777,5642,4653,5635,202,4332
Baseline_v2,DC-Portland-OR,DTC-Stores-EMEA,2024-W40,NK-JACKET-WIND-GRY-S,1138,352,848,34,1206,1340,1356,1519,30,1270
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2024-W16,NK-KD-WHT-11,1384,452,924,105,1445,1266,1513,1387,100,1321
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W38,NK-JORDAN-NVY-8,730,259,530,19,753,892,833,796,19,807
Consensus_v2,DC-Tokyo-JP,Wholesale-LATAM,2024-W45,NK-FREE-RN-BLK-10,4024,1368,2760,199,4344,4450,4743,3908,215,4313
OP_Plan_2025,DC-Dubai-UAE,Wholesale-MEA,2024-W51,NK-REACT-NVY-9,2865,903,1942,112,3167,3693,2924,3343,123,2906
Consensus_v1,DC-Laakdal-BE,Wholesale-LATAM,2024-W01,NK-VAPORFLY-GRY-8,4953,1488,3159,107,4988,5897,5396,6079,121,5456
Baseline_v1,DC-Laakdal-BE,Wholesale-MEA,2024-W05,NK-BLAZER-PPL-10,3441,1215,2366,90,3783,4875,4052,4330,85,3938
Baseline_v2,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W26,NK-FREE-RN-RED-12,3817,1363,2805,96,4102,3604,4124,3314,114,4895
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W16,NK-AIR-MAX-OGR-12,4020,1437,2648,132,4210,3618,4132,4963,132,4106
Baseline_v1,DC-Laakdal-BE,Retail-APAC,2024-W23,NK-ALPHAFLY-RED-12,965,316,733,28,1028,1024,1014,1029,33,1214
Baseline_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W02,NK-HUARACHE-GRY-8,1011,337,681,67,1108,979,1261,1129,70,1219
OP_Plan_2025,DC-Portland-OR,Retail-APAC,2024-W10,NK-BLAZER-OGR-12,3158,1069,2424,71,3396,4244,3259,3863,65,3441
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2024-W23,NK-HOODIE-CLUB-RED-S,1100,350,820,87,1189,1610,1213,1356,78,1081
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2024-W25,NK-VAPORFLY-BLU-13,1322,459,844,35,1336,1478,1459,1315,38,1227
OP_Plan_2025,DC-Dubai-UAE,Wholesale-MEA,2024-W21,NK-VAPORFLY-GRN-8,3855,1159,2461,127,3998,3927,3623,4897,131,4433
OP_Plan_2025,DC-Memphis-TN,Wholesale-APAC,2024-W12,NK-ALPHAFLY-GLD-8,4461,1428,3124,133,4465,4760,4803,5674,150,4113
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W42,NK-JACKET-WIND-NVY-XL,2154,685,1406,168,2207,1733,2374,2635,158,2616
Baseline_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W14,NK-KD-GRN-7,3123,1033,2249,253,3434,2728,3966,3784,295,2929
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2024-W46,NK-BLAZER-OGR-9,1213,360,872,99,1260,1178,1191,1399,91,1124
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W34,NK-JORDAN-BLK-12,2100,623,1536,78,2139,2695,1903,1936,89,2206
Baseline_v2,DC-Tokyo-JP,Wholesale-APAC,2024-W40,NK-AIR-FORCE-OGR-10,2371,736,1708,56,2550,3354,2761,2430,61,2515
Consensus_v1,DC-Johannesburg-ZA,Wholesale-MEA,2024-W27,NK-DUNK-GLD-9,166,61,113,11,181,236,178,177,10,194
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2024-W43,NK-SPORTS-BRA-INDY-NVY-L,2605,785,1844,76,2673,2171,2867,3141,76,2362
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2024-W29,NK-METCON-GLD-13,355,118,217,22,359,476,365,310,18,389
Baseline_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W51,NK-HUARACHE-PPL-12,4147,1304,2748,243,4175,3866,4573,4054,232,3607
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W12,NK-VAPORFLY-GRY-12,702,218,430,29,713,992,761,691,27,766
Consensus_v1,DC-Memphis-TN,Retail-APAC,2024-W23,NK-VAPORFLY-RED-9,2391,730,1683,134,2594,1822,2981,3029,157,2414
Consensus_v2,DC-Shanghai-CN,Wholesale-NA,2024-W40,NK-CORTEZ-GRY-7,3144,1159,2120,231,3433,3493,3425,3561,261,3583
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2024-W02,NK-VAPORFLY-WHT-9,4313,1583,3257,320,4688,3945,5011,5210,336,4772
Baseline_v1,DC-Laakdal-BE,DTC-Stores-NA,2024-W13,NK-JORDAN-GLD-7,158,48,114,13,170,150,191,198,12,170
Baseline_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W52,NK-VAPORFLY-BLK-11,2954,903,2220,75,3104,4001,3168,3669,75,3320
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W10,NK-FREE-RN-GRY-9,1541,435,1111,102,1554,1864,1446,1256,118,1625
OP_Plan_2025,DC-Shanghai-CN,Retail-EMEA,2024-W39,NK-AIR-MAX-GRY-12,658,245,483,32,721,796,701,759,37,781
Consensus_v1,DC-Laakdal-BE,Wholesale-MEA,2024-W30,NK-LEBRON-NVY-13,3865,1228,2454,223,4046,4407,4570,5003,233,4957
Consensus_v1,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W39,NK-CORTEZ-BLK-10,3158,1187,2207,131,3478,3373,3608,3119,144,3118
Consensus_v2,DC-Johannesburg-ZA,Wholesale-MEA,2024-W48,NK-ALPHAFLY-GRN-8,3489,1260,2585,173,3641,3318,4012,3516,164,3444
