Supplier.[Supplier Location],Version.[Version Name],Activity2.[Activity2],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast,W Procurement Forecast From Purchase Orders,W Procurement Forecast Infinite Node,W Procurement Forecast Non Infinite Node,W Procurement Forecast Override,W Procurement Forecast within Lead Time For Starts,W Procurement Total Requirements,W Published Procurement Forecast
SUP-Indonesia-JKT,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W46,NK-KD-15-GLD-11,1410,840,747,663,87,798,1560,1497
SUP-Cambodia-PNH,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W50,NK-LEBRON-20-BLK-12,3669,1515,2708,961,197,2522,4118,3866
SUP-China-GZH,Consensus_v2,Make-to-Order,DC-Portland-OR,2025-W44,NK-METCON-8-GRY-10,654,270,457,197,39,212,757,693
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Stock,DC-Shanghai-CN,2025-W23,NK-DUNK-LOW-GRN-9,4439,3459,3083,1356,311,2844,4898,4750
SUP-Mexico-MTY,Consensus_v2,Seasonal-Build,DC-Laakdal-BE,2025-W03,NK-CAP-LEGACY-WHT,2355,1692,1692,663,153,1416,2692,2508
SUP-China-GZH,Baseline_v1,Make-to-Stock,DC-Shanghai-CN,2025-W45,NK-DUNK-LOW-GRN-9,1926,1083,1710,216,21,784,2164,1947
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W30,NK-LEBRON-20-BLK-12,3588,1777,2351,1237,159,2355,3988,3747
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W37,NK-LEBRON-20-BLK-12,584,344,294,290,4,363,680,588
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Laakdal-BE,2025-W34,NK-LEBRON-20-BLK-12,1191,892,610,581,10,764,1363,1201
SUP-China-SHH,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W02,NK-JORDAN-1-WHT-10,3211,1890,2838,373,217,2129,3723,3428
SUP-India-CHN,Consensus_v1,Make-to-Order,DC-Laakdal-BE,2025-W04,NK-FREE-RN-5-BLU-9,4527,3487,2279,2248,34,1811,5207,4561
SUP-China-GZH,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W11,NK-AIR-MAX-270-BLK-10,4063,3197,2468,1595,201,1358,4606,4264
SUP-Vietnam-HCM,OP_Plan_2025,Safety-Stock-Build,DC-Tokyo-JP,2025-W26,NK-BACKPACK-BRSLA-BLK,1722,1021,1063,659,44,534,1881,1766
SUP-India-CHN,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W39,NK-SPORTS-BRA-INDY-M,1752,829,1280,472,27,775,2022,1779
SUP-India-CHN,Consensus_v2,Replenishment,DC-Portland-OR,2025-W19,NK-AIR-MAX-270-BLK-10,2371,1109,1789,582,231,1494,2510,2602
SUP-India-CHN,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W14,NK-REACT-INF-RD-11,4580,3432,3209,1371,200,1996,5302,4780
SUP-India-CHN,Consensus_v1,Make-to-Stock,DC-Portland-OR,2025-W21,NK-SPORTS-BRA-INDY-M,2043,1515,1633,410,55,708,2222,2098
SUP-China-SHH,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W45,NK-AIR-MAX-90-NVY-8,1218,740,840,378,31,764,1443,1249
SUP-China-GZH,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W01,NK-SHORT-DRI-NVY-L,374,164,295,79,7,167,420,381
SUP-China-SHH,Baseline_v1,Seasonal-Build,DC-Memphis-TN,2025-W41,NK-JORDAN-1-WHT-10,1024,740,795,229,56,593,1138,1080
SUP-Cambodia-PNH,Consensus_v1,Replenishment,DC-Sao-Paulo-BR,2025-W45,NK-SPORTS-BRA-INDY-M,4552,2890,2431,2121,204,2742,5321,4756
SUP-Vietnam-HCM,Baseline_v2,Safety-Stock-Build,DC-Memphis-TN,2025-W43,NK-LEBRON-20-BLK-12,3677,1749,3150,527,158,1394,4102,3835
SUP-China-SHH,OP_Plan_2025,Seasonal-Build,DC-Shanghai-CN,2025-W12,NK-SPORTS-BRA-INDY-M,1738,789,1074,664,99,828,1915,1837
SUP-Cambodia-PNH,OP_Plan_2025,Seasonal-Build,DC-Dubai-UAE,2025-W26,NK-AIR-FORCE-1-WHT-9,929,420,592,337,75,370,984,1004
SUP-Indonesia-JKT,Baseline_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W43,NK-REACT-INF-RD-11,2732,1809,1620,1112,236,1157,3153,2968
SUP-Mexico-MTY,Baseline_v2,Replenishment,DC-Portland-OR,2025-W42,NK-AIR-FORCE-1-WHT-9,549,393,322,227,37,341,622,586
SUP-Vietnam-HCM,Baseline_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W19,NK-ZOOM-PEGA-GRY-10,1661,680,833,828,37,768,1956,1698
SUP-Cambodia-PNH,Baseline_v1,Replenishment,DC-Dubai-UAE,2025-W47,NK-LEBRON-20-BLK-12,1291,691,902,389,56,500,1380,1347
SUP-Mexico-MTY,Baseline_v2,Seasonal-Build,DC-Tokyo-JP,2025-W33,NK-AIR-FORCE-1-WHT-9,2449,1558,2093,356,217,1465,2584,2666
SUP-China-SHH,OP_Plan_2025,Make-to-Stock,DC-Tokyo-JP,2025-W18,NK-AIR-FORCE-1-WHT-9,4074,2378,2401,1673,380,1783,4376,4454
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Stock,DC-Shanghai-CN,2025-W47,NK-JACKET-WIND-RED-XL,885,624,722,163,56,567,1027,941
SUP-China-SHH,Baseline_v1,Replenishment,DC-Portland-OR,2025-W06,NK-AIR-FORCE-1-WHT-9,4998,3448,2727,2271,259,2673,5378,5257
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W36,NK-ZOOM-PEGA-GRY-10,4996,2571,3058,1938,79,1826,5459,5075
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Tokyo-JP,2025-W29,NK-CAP-LEGACY-WHT,3131,1583,1925,1206,160,1949,3310,3291
SUP-China-SHH,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W46,NK-SOCK-PERF-3PK-L,3023,1376,2026,997,166,1631,3298,3189
SUP-Cambodia-PNH,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W23,NK-SOCK-PERF-3PK-L,2908,1640,1841,1067,36,996,3353,2944
SUP-India-CHN,Consensus_v1,Make-to-Stock,DC-Sao-Paulo-BR,2025-W09,NK-DUNK-LOW-GRN-9,1102,506,594,508,63,607,1217,1165
SUP-Mexico-MTY,Baseline_v1,Make-to-Order,DC-Tokyo-JP,2025-W01,NK-ZOOM-PEGA-GRY-10,4156,2601,2376,1780,41,1337,4779,4197
SUP-Indonesia-JKT,Baseline_v2,Make-to-Order,DC-Dubai-UAE,2025-W02,NK-DUNK-LOW-GRN-9,2770,2144,2047,723,224,1717,3295,2994
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W47,NK-FREE-RN-5-BLU-9,797,625,490,307,67,362,875,864
SUP-Indonesia-JKT,Baseline_v1,Replenishment,DC-Sao-Paulo-BR,2025-W42,NK-ZOOM-PEGA-GRY-10,3171,1470,2813,358,290,1163,3387,3461
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Laakdal-BE,2025-W16,NK-KD-15-GLD-11,2636,1477,2219,417,113,1197,3040,2749
SUP-China-SHH,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W02,NK-SOCK-PERF-3PK-L,3219,1764,1900,1319,280,2014,3492,3499
SUP-China-GZH,Baseline_v1,Make-to-Order,DC-Dubai-UAE,2025-W32,NK-KD-15-GLD-11,930,470,624,306,68,404,1022,998
SUP-Cambodia-PNH,Consensus_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W17,NK-SOCK-PERF-3PK-L,3580,1474,1804,1776,26,1841,4217,3606
SUP-Vietnam-HCM,Baseline_v2,Make-to-Order,DC-Memphis-TN,2025-W18,NK-LEGGING-EPIC-BLK-S,2517,1670,1772,745,120,1595,2928,2637
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Stock,DC-Dubai-UAE,2025-W30,NK-METCON-8-GRY-10,4322,2815,3479,843,330,1912,4715,4652
SUP-China-GZH,Consensus_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W21,NK-SPORTS-BRA-INDY-M,4893,2349,2868,2025,142,1806,5416,5035
SUP-Mexico-MTY,Baseline_v2,Make-to-Order,DC-Tokyo-JP,2025-W39,NK-LEGGING-EPIC-BLK-S,2916,1884,1504,1412,117,1631,3367,3033
SUP-India-CHN,Baseline_v2,Make-to-Stock,DC-Portland-OR,2025-W14,NK-SOCK-PERF-3PK-L,456,263,237,219,25,206,530,481
SUP-Mexico-MTY,Baseline_v2,Make-to-Stock,DC-Laakdal-BE,2025-W08,NK-SPORTS-BRA-INDY-M,425,266,342,83,5,166,502,430
SUP-China-GZH,Baseline_v1,Replenishment,DC-Dubai-UAE,2025-W33,NK-METCON-8-GRY-10,234,170,150,84,12,133,270,246
SUP-Cambodia-PNH,Consensus_v2,Make-to-Order,DC-Dubai-UAE,2025-W38,NK-SHORT-DRI-NVY-L,3282,1704,1807,1475,276,1460,3771,3558
SUP-Vietnam-HCM,Consensus_v1,Make-to-Order,DC-Dubai-UAE,2025-W20,NK-AIR-MAX-270-BLK-10,2184,1351,1472,712,163,1378,2545,2347
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Tokyo-JP,2025-W15,NK-AIR-MAX-270-BLK-10,4687,3440,3923,764,142,2211,5252,4829
SUP-Vietnam-HCM,Baseline_v1,Replenishment,DC-Portland-OR,2025-W27,NK-AIR-HUARACHE-BLK-10,1351,585,1177,174,78,765,1603,1429
SUP-China-SHH,Consensus_v2,Seasonal-Build,DC-Laakdal-BE,2025-W09,NK-JORDAN-1-WHT-10,4189,2960,2682,1507,157,2150,4398,4346
SUP-China-GZH,Consensus_v2,Make-to-Stock,DC-Dubai-UAE,2025-W36,NK-AIR-MAX-270-BLK-10,1542,734,1082,460,133,611,1637,1675
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Laakdal-BE,2025-W41,NK-DUNK-LOW-GRN-9,1686,1253,1315,371,67,557,1955,1753
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W12,NK-AIR-HUARACHE-BLK-10,1445,945,985,460,124,963,1733,1569
SUP-Vietnam-HCM,Baseline_v1,Make-to-Stock,DC-Laakdal-BE,2025-W08,NK-AIR-MAX-90-NVY-8,3301,1519,2881,420,126,1953,3476,3427
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W25,NK-SOCK-PERF-3PK-L,2730,2107,1893,837,133,949,3195,2863
SUP-Mexico-MTY,Baseline_v2,Make-to-Order,DC-Laakdal-BE,2025-W10,NK-REACT-INF-RD-11,272,139,183,89,17,130,299,289
SUP-China-SHH,Baseline_v1,Make-to-Stock,DC-Memphis-TN,2025-W17,NK-LEBRON-20-BLK-12,2704,1096,1373,1331,263,1050,3165,2967
SUP-Mexico-MTY,Consensus_v1,Replenishment,DC-Dubai-UAE,2025-W15,NK-DUNK-LOW-GRN-9,1810,1277,1218,592,87,1012,1905,1897
SUP-Cambodia-PNH,OP_Plan_2025,Seasonal-Build,DC-Memphis-TN,2025-W47,NK-FREE-RN-5-BLU-9,611,266,531,80,42,214,674,653
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W10,NK-SOCK-PERF-3PK-L,1522,1197,956,566,151,1063,1641,1673
SUP-India-CHN,Consensus_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W09,NK-LEBRON-20-BLK-12,4853,3346,2838,2015,51,2792,5210,4904
SUP-Indonesia-JKT,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W49,NK-CAP-LEGACY-WHT,3524,2215,3041,483,43,1809,4165,3567
SUP-Indonesia-JKT,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W09,NK-LEBRON-20-BLK-12,4736,2429,3241,1495,317,1728,5318,5053
SUP-Vietnam-HCM,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W33,NK-SPORTS-BRA-INDY-M,3734,2650,2847,887,176,1973,3946,3910
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Stock,DC-Tokyo-JP,2025-W20,NK-AIR-FORCE-1-WHT-9,3347,1659,2049,1298,274,1786,3769,3621
SUP-China-GZH,Consensus_v2,Make-to-Order,DC-Tokyo-JP,2025-W13,NK-AIR-HUARACHE-BLK-10,536,399,375,161,23,291,612,559
SUP-Mexico-MTY,Baseline_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W42,NK-BACKPACK-BRSLA-BLK,4456,2456,3564,892,43,2185,5341,4499
SUP-Indonesia-JKT,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W06,NK-KD-15-GLD-11,4910,2228,3073,1837,238,2411,5502,5148
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W08,NK-FREE-RN-5-BLU-9,2887,1716,2026,861,50,1804,3265,2937
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W52,NK-LEBRON-20-BLK-12,4747,2599,2630,2117,246,1637,5649,4993
SUP-China-GZH,OP_Plan_2025,Make-to-Stock,DC-Portland-OR,2025-W52,NK-LEBRON-20-BLK-12,2390,1119,1450,940,121,857,2728,2511
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W04,NK-BACKPACK-BRSLA-BLK,4578,3563,2737,1841,60,1926,5421,4638
SUP-Cambodia-PNH,Consensus_v2,Safety-Stock-Build,DC-Portland-OR,2025-W03,NK-SHORT-DRI-NVY-L,4747,2702,2391,2356,210,1511,5371,4957
SUP-China-GZH,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W15,NK-AIR-MAX-270-BLK-10,3377,1937,2795,582,305,1174,3815,3682
SUP-Bangladesh-DAC,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W26,NK-SOCK-PERF-3PK-L,4099,3038,3548,551,108,2711,4501,4207
SUP-Cambodia-PNH,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W52,NK-SHORT-DRI-NVY-L,4639,3313,2924,1715,379,2150,5098,5018
SUP-Indonesia-JKT,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W21,NK-TEE-PRO-BLK-M,2339,1773,1287,1052,28,839,2466,2367
SUP-Cambodia-PNH,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W48,NK-KD-15-GLD-11,3840,2466,2796,1044,20,1367,4390,3860
SUP-Vietnam-HCM,Baseline_v2,Make-to-Order,DC-Laakdal-BE,2025-W49,NK-LEGGING-EPIC-BLK-S,4759,2959,3028,1731,457,2469,5042,5216
SUP-Vietnam-HCM,Baseline_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W20,NK-CAP-LEGACY-WHT,2539,1385,1918,621,32,1198,2770,2571
SUP-Mexico-MTY,Consensus_v1,Safety-Stock-Build,DC-Dubai-UAE,2025-W24,NK-SOCK-PERF-3PK-L,4198,2178,3424,774,13,2882,4739,4211
SUP-India-CHN,Consensus_v1,Replenishment,DC-Dubai-UAE,2025-W10,NK-METCON-8-GRY-10,3343,1929,2940,403,82,1714,3752,3425
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Shanghai-CN,2025-W25,NK-AIR-HUARACHE-BLK-10,2952,1434,2493,459,278,1497,3255,3230
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Laakdal-BE,2025-W27,NK-AIR-MAX-90-NVY-8,4731,2642,3678,1053,231,2389,5157,4962
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W28,NK-AIR-MAX-270-BLK-10,3299,1337,1863,1436,324,1089,3799,3623
SUP-China-GZH,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W42,NK-METCON-8-GRY-10,3342,1858,1931,1411,244,1208,3938,3586
SUP-India-CHN,Consensus_v1,Make-to-Stock,DC-Laakdal-BE,2025-W45,NK-KD-15-GLD-11,1630,927,1009,621,42,595,1800,1672
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W46,NK-JACKET-WIND-RED-XL,3934,2897,2879,1055,243,1625,4658,4177
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W12,NK-AIR-MAX-90-NVY-8,2887,2008,2381,506,37,887,3329,2924
SUP-China-SHH,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W21,NK-LEGGING-EPIC-BLK-S,3008,1820,2100,908,100,988,3198,3108
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Memphis-TN,2025-W28,NK-SPORTS-BRA-INDY-M,2529,1561,1572,957,45,845,2926,2574
SUP-Indonesia-JKT,Baseline_v1,Replenishment,DC-Tokyo-JP,2025-W31,NK-METCON-8-GRY-10,2452,1341,1324,1128,75,1386,2819,2527
SUP-Indonesia-JKT,Consensus_v2,Make-to-Stock,DC-Dubai-UAE,2025-W50,NK-AIR-MAX-270-BLK-10,4246,2582,3585,661,2,1333,5039,4248
SUP-India-CHN,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W35,NK-FREE-RN-5-BLU-9,1830,1250,1323,507,46,1025,1953,1876
SUP-China-GZH,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W14,NK-METCON-8-GRY-10,3099,2319,2787,312,188,1431,3358,3287
SUP-India-CHN,OP_Plan_2025,Make-to-Stock,DC-Dubai-UAE,2025-W33,NK-TEE-PRO-BLK-M,1992,1102,1662,330,129,1086,2191,2121
SUP-Vietnam-HCM,Consensus_v2,Replenishment,DC-Sao-Paulo-BR,2025-W45,NK-TEE-PRO-BLK-M,4298,1960,3084,1214,3,1452,4547,4301
SUP-Bangladesh-DAC,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W30,NK-CAP-LEGACY-WHT,3457,1964,3057,400,207,2153,3686,3664
SUP-China-SHH,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W05,NK-FREE-RN-5-BLU-9,1221,783,856,365,105,831,1356,1326
SUP-China-SHH,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W26,NK-CAP-LEGACY-WHT,2872,2235,1912,960,93,1558,3416,2965
SUP-Vietnam-HCM,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W14,NK-REACT-INF-RD-11,4138,2127,2464,1674,325,1334,4574,4463
SUP-Vietnam-HCM,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W39,NK-SPORTS-BRA-INDY-M,3672,1871,3078,594,156,1501,4067,3828
SUP-Vietnam-HCM,Baseline_v2,Seasonal-Build,DC-Dubai-UAE,2025-W17,NK-FREE-RN-5-BLU-9,4168,3052,2571,1597,364,2537,4637,4532
SUP-Vietnam-HCM,OP_Plan_2025,Seasonal-Build,DC-Portland-OR,2025-W33,NK-TEE-PRO-BLK-M,4720,3027,2558,2162,270,2361,5561,4990
SUP-Cambodia-PNH,OP_Plan_2025,Safety-Stock-Build,DC-Laakdal-BE,2025-W24,NK-KD-15-GLD-11,1318,829,1092,226,3,727,1453,1321
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Shanghai-CN,2025-W43,NK-SOCK-PERF-3PK-L,464,337,238,226,17,239,497,481
SUP-China-SHH,Baseline_v1,Seasonal-Build,DC-Memphis-TN,2025-W33,NK-AIR-MAX-270-BLK-10,3226,2237,2091,1135,232,1840,3728,3458
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W25,NK-AIR-MAX-90-NVY-8,2332,1813,1210,1122,198,1630,2758,2530
SUP-Cambodia-PNH,Baseline_v1,Replenishment,DC-Tokyo-JP,2025-W48,NK-FREE-RN-5-BLU-9,1661,781,1353,308,51,1105,1953,1712
SUP-India-CHN,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W03,NK-REACT-INF-RD-11,2469,1026,1865,604,12,1655,2948,2481
SUP-China-GZH,Consensus_v2,Seasonal-Build,DC-Portland-OR,2025-W34,NK-SHORT-DRI-NVY-L,1866,1254,1211,655,27,862,1990,1893
SUP-Bangladesh-DAC,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W16,NK-JORDAN-1-WHT-10,4921,3282,2546,2375,160,2703,5208,5081
SUP-Vietnam-HCM,Consensus_v2,Make-to-Order,DC-Memphis-TN,2025-W22,NK-AIR-HUARACHE-BLK-10,2303,1163,1303,1000,158,1164,2487,2461
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Portland-OR,2025-W30,NK-JORDAN-1-WHT-10,4099,2873,3284,815,293,2327,4597,4392
SUP-Mexico-MTY,OP_Plan_2025,Replenishment,DC-Memphis-TN,2025-W36,NK-DUNK-LOW-GRN-9,3421,1411,2704,717,285,1594,3984,3706
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W39,NK-CAP-LEGACY-WHT,3796,2983,2009,1787,20,2562,4287,3816
SUP-China-GZH,Consensus_v1,Safety-Stock-Build,DC-Laakdal-BE,2025-W15,NK-AIR-MAX-270-BLK-10,3786,1986,2356,1430,317,1245,4475,4103
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W52,NK-LEGGING-EPIC-BLK-S,3454,1954,2679,775,118,1419,4143,3572
SUP-China-SHH,Baseline_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W27,NK-FREE-RN-5-BLU-9,2860,2015,2044,816,240,896,3160,3100
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W48,NK-AIR-HUARACHE-BLK-10,4627,2639,4137,490,256,3110,4862,4883
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Memphis-TN,2025-W19,NK-KD-15-GLD-11,3596,2103,2958,638,64,2459,3983,3660
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Shanghai-CN,2025-W44,NK-AIR-FORCE-1-WHT-9,577,370,326,251,42,242,645,619
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Stock,DC-Tokyo-JP,2025-W18,NK-FREE-RN-5-BLU-9,4622,2086,3135,1487,376,3030,5213,4998
SUP-Cambodia-PNH,Baseline_v1,Make-to-Order,DC-Dubai-UAE,2025-W51,NK-TEE-PRO-BLK-M,2885,1170,1535,1350,166,1945,3404,3051
SUP-Cambodia-PNH,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W07,NK-SHORT-DRI-NVY-L,3651,2196,2860,791,90,1569,4016,3741
SUP-Mexico-MTY,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W21,NK-AIR-MAX-270-BLK-10,4507,2737,3074,1433,13,2937,4741,4520
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W33,NK-SOCK-PERF-3PK-L,2081,1051,1835,246,125,1401,2248,2206
SUP-China-SHH,Baseline_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W35,NK-LEBRON-20-BLK-12,4043,2351,3105,938,128,1829,4845,4171
SUP-Vietnam-HCM,OP_Plan_2025,Replenishment,DC-Laakdal-BE,2025-W32,NK-CAP-LEGACY-WHT,471,207,316,155,10,238,512,481
SUP-India-CHN,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W25,NK-SOCK-PERF-3PK-L,2029,1145,1605,424,91,1304,2417,2120
SUP-India-CHN,Baseline_v1,Make-to-Stock,DC-Dubai-UAE,2025-W35,NK-TEE-PRO-BLK-M,1162,656,676,486,101,422,1299,1263
SUP-Cambodia-PNH,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W30,NK-DUNK-LOW-GRN-9,522,305,432,90,32,330,586,554
SUP-India-CHN,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W31,NK-SOCK-PERF-3PK-L,3550,2542,2194,1356,175,1662,3946,3725
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Laakdal-BE,2025-W07,NK-JORDAN-1-WHT-10,269,169,177,92,10,100,299,279
SUP-Vietnam-HCM,Consensus_v2,Make-to-Order,DC-Laakdal-BE,2025-W26,NK-BACKPACK-BRSLA-BLK,1778,1145,1508,270,2,843,1926,1780
SUP-India-CHN,Baseline_v1,Make-to-Stock,DC-Laakdal-BE,2025-W35,NK-SPORTS-BRA-INDY-M,2660,1664,1855,805,194,1206,3170,2854
SUP-China-GZH,Baseline_v2,Make-to-Stock,DC-Laakdal-BE,2025-W19,NK-TEE-PRO-BLK-M,3597,2133,3088,509,353,1653,4001,3950
SUP-Mexico-MTY,Consensus_v1,Replenishment,DC-Laakdal-BE,2025-W15,NK-AIR-MAX-270-BLK-10,2497,1043,1557,940,72,1559,2654,2569
SUP-Bangladesh-DAC,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W32,NK-SPORTS-BRA-INDY-M,3462,2228,2795,667,154,1693,3969,3616
SUP-China-SHH,Consensus_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W45,NK-JACKET-WIND-RED-XL,1716,902,1292,424,18,946,1826,1734
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Portland-OR,2025-W49,NK-BACKPACK-BRSLA-BLK,1460,655,1027,433,85,647,1637,1545
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W47,NK-FREE-RN-5-BLU-9,2030,926,1522,508,147,1365,2216,2177
SUP-Cambodia-PNH,Consensus_v2,Seasonal-Build,DC-Shanghai-CN,2025-W39,NK-ZOOM-PEGA-GRY-10,4490,2747,3447,1043,373,1616,4740,4863
SUP-India-CHN,Consensus_v1,Replenishment,DC-Tokyo-JP,2025-W30,NK-REACT-INF-RD-11,4509,2035,2301,2208,310,2442,5367,4819
SUP-Cambodia-PNH,OP_Plan_2025,Seasonal-Build,DC-Laakdal-BE,2025-W27,NK-KD-15-GLD-11,4548,2758,2553,1995,419,2742,5274,4967
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Shanghai-CN,2025-W11,NK-AIR-FORCE-1-WHT-9,1686,1000,1060,626,141,706,1937,1827
SUP-Vietnam-HCM,Baseline_v2,Make-to-Order,DC-Laakdal-BE,2025-W29,NK-BACKPACK-BRSLA-BLK,2887,2264,2168,719,74,1203,3336,2961
SUP-China-GZH,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W04,NK-BACKPACK-BRSLA-BLK,4628,2903,2987,1641,350,1864,5340,4978
SUP-Indonesia-JKT,Consensus_v2,Seasonal-Build,DC-Memphis-TN,2025-W10,NK-REACT-INF-RD-11,3256,1590,2509,747,251,1593,3720,3507
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W51,NK-DUNK-LOW-GRN-9,1815,1153,1237,578,135,699,1908,1950
SUP-China-GZH,Consensus_v2,Make-to-Stock,DC-Portland-OR,2025-W50,NK-JACKET-WIND-RED-XL,4010,3006,3370,640,311,1634,4698,4321
SUP-Bangladesh-DAC,Baseline_v1,Replenishment,DC-Portland-OR,2025-W32,NK-METCON-8-GRY-10,690,481,567,123,18,337,798,708
SUP-Cambodia-PNH,Consensus_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W47,NK-AIR-MAX-90-NVY-8,3331,2363,2142,1189,61,1855,3661,3392
