Version.[Version Name],Location.[Location],Item.[Item],12W Accuracy,12W MAPE,4W Accuracy,4W MAPE,8W Accuracy,8W MAPE
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-RED-11,79.81%,25.31%,76.54%,31.16%,79.58%,29.47%
Consensus_v2,DC-Tokyo-JP,NK-LEGGING-EPIC-RED-S,71.45%,39.20%,93.51%,9.20%,72.15%,35.20%
Consensus_v2,DC-Tokyo-JP,NK-AIR-FORCE-GLD-10,56.20%,60.00%,75.84%,30.75%,64.22%,60.00%
OP_Plan_2025,DC-Laakdal-BE,NK-CORTEZ-BLU-10,72.07%,43.60%,81.23%,32.16%,73.23%,38.33%
Baseline_v1,DC-Shanghai-CN,NK-AIR-FORCE-GRN-8,80.65%,24.12%,92.92%,11.19%,63.87%,60.00%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-GRN-8,58.45%,60.00%,88.45%,16.05%,69.97%,38.78%
OP_Plan_2025,DC-Portland-OR,NK-LEBRON-NVY-8,65.54%,55.91%,79.56%,28.03%,74.44%,33.45%
Consensus_v1,DC-Memphis-TN,NK-CORTEZ-WHT-13,56.62%,60.00%,79.40%,30.48%,86.52%,23.71%
Baseline_v1,DC-Sao-Paulo-BR,NK-FREE-RN-BLU-9,50.12%,60.00%,80.82%,28.67%,85.30%,24.75%
Baseline_v1,DC-Dubai-UAE,NK-REACT-PPL-13,51.68%,60.00%,76.59%,28.62%,78.73%,28.88%
Consensus_v1,DC-Shanghai-CN,NK-LEBRON-GRY-11,79.66%,32.32%,80.68%,33.66%,63.81%,44.69%
Consensus_v2,DC-Shanghai-CN,NK-METCON-WHT-12,77.71%,29.05%,87.46%,19.04%,64.57%,59.78%
Baseline_v2,DC-Tokyo-JP,NK-LEGGING-EPIC-GRY-L,72.34%,43.79%,86.16%,16.94%,72.48%,43.74%
Baseline_v2,DC-Dubai-UAE,NK-ALPHAFLY-PPL-7,60.15%,60.00%,81.82%,23.22%,86.64%,19.84%
OP_Plan_2025,DC-Dubai-UAE,NK-HUARACHE-BLU-12,52.32%,60.00%,79.03%,32.63%,75.98%,28.89%
Consensus_v2,DC-Johannesburg-ZA,NK-HUARACHE-WHT-9,52.98%,60.00%,94.39%,9.40%,68.32%,55.29%
Baseline_v2,DC-Sao-Paulo-BR,NK-VAPORFLY-NVY-13,62.79%,60.00%,87.58%,20.14%,86.86%,19.96%
Baseline_v1,DC-Dubai-UAE,NK-VAPORFLY-BLK-10,65.07%,46.09%,74.91%,42.79%,71.42%,45.63%
Consensus_v2,DC-Portland-OR,NK-DUNK-BLU-12,51.24%,60.00%,82.03%,29.64%,83.53%,27.39%
OP_Plan_2025,DC-Shanghai-CN,NK-BLAZER-OGR-11,75.75%,34.46%,79.49%,30.43%,84.81%,18.59%
Baseline_v1,DC-Sao-Paulo-BR,NK-BLAZER-RED-10,71.35%,50.06%,77.52%,28.10%,86.14%,21.45%
Consensus_v1,DC-Sao-Paulo-BR,NK-DUNK-OGR-13,72.08%,39.99%,77.44%,36.03%,72.19%,39.52%
Consensus_v1,DC-Tokyo-JP,NK-FREE-RN-WHT-10,55.34%,60.00%,74.33%,41.22%,68.47%,38.13%
Consensus_v1,DC-Portland-OR,NK-KD-BLU-8,73.68%,36.47%,92.76%,9.01%,85.25%,19.72%
Baseline_v1,DC-Memphis-TN,NK-VAPORFLY-GRN-13,62.27%,48.72%,85.89%,21.11%,63.04%,60.00%
Consensus_v2,DC-Portland-OR,NK-AIR-MAX-PPL-9,81.90%,23.39%,86.63%,19.69%,84.45%,27.22%
Baseline_v1,DC-Dubai-UAE,NK-AIR-MAX-NVY-13,52.51%,60.00%,85.59%,21.67%,62.47%,60.00%
Baseline_v1,DC-Memphis-TN,NK-ZOOM-PEGA-GRN-7,58.73%,60.00%,82.29%,30.06%,69.87%,44.61%
OP_Plan_2025,DC-Johannesburg-ZA,NK-BLAZER-RED-10,59.08%,59.82%,84.79%,21.94%,73.96%,31.48%
Consensus_v2,DC-Sao-Paulo-BR,NK-AIR-FORCE-WHT-13,55.85%,60.00%,85.82%,17.31%,74.94%,32.40%
Baseline_v2,DC-Portland-OR,NK-FREE-RN-OGR-7,79.48%,35.39%,94.38%,7.49%,82.95%,21.06%
Consensus_v1,DC-Laakdal-BE,NK-LEBRON-GLD-11,70.74%,35.44%,79.72%,33.65%,73.25%,39.87%
Consensus_v2,DC-Memphis-TN,NK-FREE-RN-NVY-10,72.06%,35.66%,79.13%,26.12%,64.36%,60.00%
Baseline_v2,DC-Dubai-UAE,NK-REACT-OGR-10,56.44%,60.00%,73.00%,36.23%,85.13%,17.92%
Consensus_v1,DC-Memphis-TN,NK-ZOOM-PEGA-GLD-13,73.17%,35.61%,83.18%,26.89%,75.73%,43.24%
Consensus_v2,DC-Sao-Paulo-BR,NK-HUARACHE-OGR-8,52.11%,60.00%,76.40%,35.64%,85.61%,24.21%
Baseline_v1,DC-Portland-OR,NK-REACT-RED-11,52.64%,60.00%,89.78%,15.29%,82.39%,27.30%
Baseline_v2,DC-Laakdal-BE,NK-ZOOM-PEGA-BLU-13,55.19%,60.00%,93.74%,8.58%,73.98%,41.70%
Consensus_v2,DC-Memphis-TN,NK-TEE-PRO-GRY-M,71.00%,43.01%,76.54%,42.00%,81.14%,31.39%
Baseline_v2,DC-Johannesburg-ZA,NK-ALPHAFLY-GRY-12,53.33%,60.00%,77.04%,33.66%,78.06%,36.46%
Baseline_v2,DC-Memphis-TN,NK-VAPORFLY-NVY-13,68.59%,51.45%,90.92%,13.71%,74.01%,36.10%
Baseline_v2,DC-Johannesburg-ZA,NK-AIR-MAX-RED-7,54.23%,60.00%,83.49%,24.16%,77.89%,34.82%
Baseline_v2,DC-Shanghai-CN,NK-KD-OGR-13,53.23%,60.00%,90.81%,12.94%,83.00%,24.03%
Consensus_v1,DC-Sao-Paulo-BR,NK-CORTEZ-PPL-8,74.68%,33.85%,83.53%,22.07%,72.65%,45.62%
OP_Plan_2025,DC-Johannesburg-ZA,NK-SHORT-DRI-NVY-S,65.56%,51.75%,80.74%,28.91%,77.73%,34.20%
Baseline_v2,DC-Sao-Paulo-BR,NK-LEGGING-EPIC-NVY-L,58.48%,60.00%,92.39%,10.33%,67.84%,47.58%
OP_Plan_2025,DC-Johannesburg-ZA,NK-METCON-RED-12,80.19%,34.49%,83.29%,24.46%,81.77%,26.48%
Baseline_v1,DC-Sao-Paulo-BR,NK-LEGGING-EPIC-WHT-L,80.01%,34.94%,75.39%,38.56%,76.71%,37.94%
Baseline_v2,DC-Laakdal-BE,NK-CAP-LEGACY-RED,77.50%,28.49%,75.03%,34.50%,85.27%,26.26%
Baseline_v2,DC-Portland-OR,NK-VAPORFLY-BLU-13,61.77%,49.15%,73.68%,43.66%,69.40%,53.01%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-MAX-BLK-10,72.25%,47.04%,94.27%,9.56%,62.58%,58.37%
Consensus_v1,DC-Memphis-TN,NK-HUARACHE-GRY-7,76.66%,41.02%,84.31%,20.42%,70.38%,43.36%
Baseline_v1,DC-Dubai-UAE,NK-DUNK-GRN-7,64.22%,48.43%,84.70%,18.82%,63.14%,60.00%
Baseline_v2,DC-Tokyo-JP,NK-AIR-MAX-RED-12,62.36%,56.12%,72.01%,47.12%,64.06%,47.26%
Consensus_v2,DC-Tokyo-JP,NK-TEE-PRO-RED-S,78.00%,30.38%,94.17%,9.24%,62.61%,54.52%
Baseline_v1,DC-Dubai-UAE,NK-DUNK-WHT-7,78.19%,33.07%,94.83%,8.25%,63.31%,46.33%
Baseline_v1,DC-Portland-OR,NK-DUNK-BLK-9,73.12%,33.52%,84.53%,21.19%,86.66%,22.75%
Baseline_v1,DC-Johannesburg-ZA,NK-LEGGING-EPIC-GRY-S,61.17%,60.00%,86.78%,20.52%,85.29%,23.42%
Baseline_v1,DC-Memphis-TN,NK-BLAZER-OGR-10,79.24%,35.29%,81.90%,24.71%,85.08%,18.27%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-GLD-9,58.45%,50.00%,81.26%,24.20%,73.49%,44.07%
Consensus_v2,DC-Tokyo-JP,NK-AIR-MAX-BLU-12,57.44%,60.00%,85.96%,17.86%,70.34%,51.03%
Consensus_v1,DC-Tokyo-JP,NK-DUNK-BLU-12,68.44%,48.36%,89.09%,17.43%,68.14%,40.10%
Consensus_v2,DC-Shanghai-CN,NK-LEBRON-RED-8,80.74%,24.76%,94.83%,8.63%,85.97%,18.48%
Consensus_v1,DC-Tokyo-JP,NK-CORTEZ-GLD-7,71.62%,47.30%,81.77%,23.28%,65.20%,54.70%
OP_Plan_2025,DC-Memphis-TN,NK-METCON-GRY-8,74.33%,45.97%,72.97%,40.48%,76.16%,31.02%
OP_Plan_2025,DC-Tokyo-JP,NK-FREE-RN-GLD-11,62.48%,49.40%,88.24%,15.77%,69.01%,49.36%
OP_Plan_2025,DC-Portland-OR,NK-JORDAN-PPL-12,59.54%,58.81%,83.84%,20.42%,80.05%,30.16%
Baseline_v2,DC-Tokyo-JP,NK-DUNK-GLD-11,52.86%,60.00%,73.81%,39.71%,72.47%,42.76%
OP_Plan_2025,DC-Johannesburg-ZA,NK-KD-NVY-12,50.77%,60.00%,85.33%,23.04%,69.36%,53.23%
Consensus_v1,DC-Portland-OR,NK-AIR-FORCE-WHT-9,54.11%,55.57%,85.55%,22.19%,81.21%,31.71%
Consensus_v2,DC-Laakdal-BE,NK-ZOOM-PEGA-RED-10,61.64%,51.03%,73.51%,42.77%,76.88%,33.35%
Consensus_v1,DC-Tokyo-JP,NK-JORDAN-WHT-13,61.39%,58.30%,79.65%,25.29%,64.33%,52.09%
OP_Plan_2025,DC-Shanghai-CN,NK-ALPHAFLY-BLU-8,72.85%,35.77%,84.50%,21.44%,66.73%,41.64%
Baseline_v2,DC-Portland-OR,NK-ZOOM-PEGA-GRN-9,59.91%,60.00%,81.56%,27.31%,71.56%,35.84%
Baseline_v1,DC-Portland-OR,NK-HUARACHE-PPL-13,66.65%,57.24%,76.22%,34.70%,83.26%,28.56%
Consensus_v1,DC-Sao-Paulo-BR,NK-SPORTS-BRA-INDY-BLK-M,70.63%,41.23%,74.93%,39.70%,63.95%,46.16%
Consensus_v1,DC-Portland-OR,NK-CORTEZ-PPL-7,78.56%,31.62%,89.49%,13.67%,83.67%,21.50%
Baseline_v1,DC-Portland-OR,NK-DUNK-OGR-7,58.23%,60.00%,94.97%,7.86%,72.52%,36.69%
Baseline_v1,DC-Portland-OR,NK-ALPHAFLY-RED-12,70.83%,45.76%,80.47%,27.81%,71.97%,47.70%
Baseline_v2,DC-Portland-OR,NK-REACT-GRN-10,72.36%,47.32%,79.73%,28.07%,62.52%,58.07%
Baseline_v1,DC-Memphis-TN,NK-AIR-FORCE-BLK-9,65.88%,49.20%,82.28%,24.92%,65.59%,50.36%
Consensus_v2,DC-Memphis-TN,NK-HUARACHE-GRY-13,62.71%,52.28%,94.11%,9.18%,82.99%,21.52%
OP_Plan_2025,DC-Portland-OR,NK-AIR-MAX-OGR-12,62.96%,55.71%,85.88%,21.21%,84.54%,27.38%
Baseline_v1,DC-Johannesburg-ZA,NK-CORTEZ-RED-13,60.46%,60.00%,74.99%,38.38%,86.61%,19.41%
Consensus_v2,DC-Portland-OR,NK-AIR-FORCE-WHT-9,76.26%,32.55%,94.90%,6.19%,64.93%,54.90%
Consensus_v1,DC-Memphis-TN,NK-AIR-FORCE-BLU-11,73.32%,37.70%,73.30%,37.96%,75.15%,38.17%
Consensus_v1,DC-Portland-OR,NK-KD-GRY-9,62.29%,60.00%,78.30%,37.05%,73.12%,36.65%
Baseline_v1,DC-Memphis-TN,NK-FREE-RN-GRN-12,76.58%,32.21%,83.32%,20.38%,67.09%,55.82%
Consensus_v2,DC-Laakdal-BE,NK-SPORTS-BRA-INDY-RED-S,74.95%,33.86%,85.59%,25.84%,66.34%,41.34%
Baseline_v1,DC-Laakdal-BE,NK-METCON-BLK-10,70.18%,43.83%,93.75%,9.03%,79.21%,30.74%
OP_Plan_2025,DC-Shanghai-CN,NK-LEBRON-PPL-9,70.19%,42.03%,77.36%,34.96%,83.36%,20.25%
Baseline_v1,DC-Memphis-TN,NK-KD-GLD-8,61.75%,58.35%,93.16%,8.44%,83.34%,20.37%
Consensus_v1,DC-Tokyo-JP,NK-FREE-RN-WHT-10,70.17%,48.93%,81.48%,24.71%,86.25%,20.53%
Baseline_v1,DC-Shanghai-CN,NK-LEBRON-RED-9,73.38%,40.28%,74.76%,38.38%,79.55%,29.66%
Consensus_v1,DC-Memphis-TN,NK-METCON-NVY-11,78.38%,36.45%,93.71%,7.73%,84.10%,28.59%
OP_Plan_2025,DC-Portland-OR,NK-ZOOM-PEGA-PPL-8,60.00%,60.00%,88.90%,15.35%,66.58%,55.88%
Consensus_v1,DC-Johannesburg-ZA,NK-CORTEZ-BLK-13,59.47%,60.00%,89.75%,17.72%,82.95%,26.62%
Consensus_v2,DC-Portland-OR,NK-BLAZER-NVY-10,56.06%,60.00%,86.69%,16.38%,86.08%,24.73%
Consensus_v2,DC-Tokyo-JP,NK-ZOOM-PEGA-GLD-8,78.84%,34.93%,83.81%,25.75%,85.13%,21.77%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-CORTEZ-WHT-12,79.51%,25.88%,84.13%,27.49%,83.78%,28.05%
Consensus_v2,DC-Portland-OR,NK-HOODIE-CLUB-GRY-M,55.27%,60.00%,82.35%,24.70%,73.40%,36.12%
Consensus_v2,DC-Shanghai-CN,NK-ZOOM-PEGA-PPL-7,75.98%,40.47%,89.92%,12.22%,85.15%,22.89%
Baseline_v1,DC-Dubai-UAE,NK-VAPORFLY-OGR-10,74.89%,37.67%,82.97%,27.00%,63.00%,58.20%
Consensus_v1,DC-Memphis-TN,NK-FREE-RN-OGR-9,74.48%,33.30%,72.72%,44.62%,83.73%,23.58%
Consensus_v1,DC-Sao-Paulo-BR,NK-ALPHAFLY-OGR-7,58.54%,60.00%,83.79%,28.54%,75.59%,33.56%
Baseline_v1,DC-Tokyo-JP,NK-LEBRON-NVY-8,73.91%,36.19%,86.14%,20.64%,64.44%,59.07%
OP_Plan_2025,DC-Memphis-TN,NK-ZOOM-PEGA-WHT-8,54.06%,60.00%,88.98%,14.16%,84.94%,23.33%
Consensus_v2,DC-Sao-Paulo-BR,NK-SPORTS-BRA-INDY-GRY-XL,70.63%,41.50%,79.91%,27.45%,87.91%,19.95%
Consensus_v2,DC-Dubai-UAE,NK-CORTEZ-GRY-12,51.07%,60.00%,84.75%,25.28%,75.97%,40.96%
Consensus_v1,DC-Memphis-TN,NK-AIR-FORCE-NVY-11,54.55%,60.00%,85.38%,18.03%,65.76%,55.37%
Consensus_v1,DC-Portland-OR,NK-FREE-RN-GRY-13,54.47%,57.26%,93.41%,7.93%,81.45%,32.30%
OP_Plan_2025,DC-Tokyo-JP,NK-KD-NVY-7,60.93%,60.00%,90.55%,12.36%,86.95%,18.68%
Consensus_v1,DC-Johannesburg-ZA,NK-LEBRON-WHT-7,55.25%,60.00%,76.80%,37.10%,64.05%,56.17%
Baseline_v1,DC-Shanghai-CN,NK-SOCK-PERF-3PK-WHT,71.20%,37.30%,85.79%,18.52%,81.28%,25.86%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-JORDAN-PPL-11,69.29%,47.17%,83.95%,24.71%,79.41%,36.58%
OP_Plan_2025,DC-Dubai-UAE,NK-CORTEZ-GLD-9,62.10%,47.83%,88.41%,18.50%,78.24%,29.80%
OP_Plan_2025,DC-Tokyo-JP,NK-HUARACHE-GLD-11,70.18%,49.20%,78.87%,37.07%,67.97%,52.83%
Consensus_v1,DC-Dubai-UAE,NK-VAPORFLY-PPL-8,80.23%,29.52%,82.48%,21.35%,84.86%,18.29%
Consensus_v1,DC-Shanghai-CN,NK-METCON-BLK-12,80.55%,30.39%,83.51%,26.51%,72.19%,37.77%
OP_Plan_2025,DC-Portland-OR,NK-REACT-PPL-8,58.62%,60.00%,75.38%,42.19%,79.70%,26.63%
Consensus_v1,DC-Memphis-TN,NK-METCON-GLD-12,77.35%,30.68%,79.25%,26.34%,64.78%,57.46%
Baseline_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-GLD-10,66.51%,45.28%,73.30%,33.70%,73.22%,35.83%
Consensus_v1,DC-Dubai-UAE,NK-HUARACHE-NVY-12,72.89%,41.59%,73.62%,41.65%,86.78%,20.15%
Consensus_v2,DC-Dubai-UAE,NK-METCON-GRN-12,56.42%,60.00%,93.71%,8.81%,76.58%,29.44%
Consensus_v1,DC-Memphis-TN,NK-REACT-GRN-11,62.26%,60.00%,75.64%,35.89%,77.75%,35.94%
Baseline_v1,DC-Dubai-UAE,NK-BLAZER-GRN-11,51.07%,60.00%,87.65%,21.07%,67.94%,55.14%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-GLD-10,63.48%,52.83%,88.05%,20.00%,69.69%,45.39%
Consensus_v2,DC-Memphis-TN,NK-TEE-PRO-RED-L,70.07%,41.59%,76.52%,28.95%,67.15%,39.60%
Consensus_v1,DC-Portland-OR,NK-CORTEZ-GLD-13,51.02%,60.00%,79.95%,28.36%,62.22%,60.00%
Consensus_v1,DC-Memphis-TN,NK-ZOOM-PEGA-GLD-8,51.43%,59.86%,84.50%,24.68%,72.06%,44.37%
OP_Plan_2025,DC-Johannesburg-ZA,NK-METCON-OGR-7,62.28%,60.00%,83.79%,24.94%,74.85%,41.23%
OP_Plan_2025,DC-Dubai-UAE,NK-SHORT-DRI-NVY-L,65.70%,58.63%,75.46%,36.86%,82.84%,25.13%
Consensus_v2,DC-Portland-OR,NK-ZOOM-PEGA-GRY-7,75.01%,41.36%,81.18%,27.28%,72.61%,38.21%
Consensus_v1,DC-Laakdal-BE,NK-AIR-FORCE-RED-13,75.78%,38.79%,79.12%,28.72%,83.09%,21.18%
Baseline_v1,DC-Sao-Paulo-BR,NK-HUARACHE-BLU-13,53.64%,60.00%,72.05%,37.64%,79.70%,25.84%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-RED-13,70.27%,37.56%,94.35%,6.90%,70.22%,41.35%
OP_Plan_2025,DC-Tokyo-JP,NK-AIR-FORCE-GLD-10,58.40%,52.96%,90.90%,15.12%,77.51%,31.53%
Baseline_v1,DC-Johannesburg-ZA,NK-LEBRON-BLU-10,78.84%,27.47%,80.26%,29.31%,71.45%,45.24%
Consensus_v1,DC-Dubai-UAE,NK-CORTEZ-RED-11,80.41%,24.26%,86.37%,22.31%,86.23%,18.83%
Consensus_v2,DC-Sao-Paulo-BR,NK-BLAZER-BLK-10,74.43%,39.69%,93.02%,12.07%,87.99%,16.17%
OP_Plan_2025,DC-Laakdal-BE,NK-SPORTS-BRA-INDY-RED-XL,69.33%,54.02%,92.65%,9.38%,62.68%,60.00%
OP_Plan_2025,DC-Portland-OR,NK-HUARACHE-OGR-12,54.92%,60.00%,86.65%,17.31%,85.55%,21.81%
Baseline_v2,DC-Tokyo-JP,NK-CORTEZ-BLK-10,64.31%,49.46%,78.22%,36.65%,78.00%,36.35%
Baseline_v1,DC-Memphis-TN,NK-JORDAN-WHT-7,58.77%,57.27%,90.22%,16.66%,79.02%,28.05%
Consensus_v1,DC-Tokyo-JP,NK-VAPORFLY-PPL-13,73.53%,36.58%,86.43%,18.40%,69.60%,49.34%
Consensus_v1,DC-Memphis-TN,NK-AIR-MAX-GLD-9,58.24%,60.00%,93.22%,10.45%,71.46%,47.21%
Baseline_v2,DC-Shanghai-CN,NK-AIR-MAX-GLD-12,62.85%,51.28%,87.48%,21.36%,72.37%,41.81%
Baseline_v2,DC-Tokyo-JP,NK-KD-WHT-13,64.54%,58.40%,76.74%,31.40%,70.75%,45.44%
OP_Plan_2025,DC-Portland-OR,NK-AIR-MAX-BLK-10,70.55%,39.68%,77.24%,34.48%,82.96%,24.06%
Baseline_v1,DC-Johannesburg-ZA,NK-REACT-BLU-13,67.07%,40.56%,91.57%,14.04%,69.00%,52.31%
Consensus_v2,DC-Laakdal-BE,NK-SHORT-DRI-WHT-S,72.64%,33.34%,72.94%,43.92%,73.73%,33.12%
Consensus_v2,DC-Tokyo-JP,NK-METCON-GRN-11,74.76%,35.71%,74.59%,41.25%,85.70%,22.75%
Baseline_v1,DC-Memphis-TN,NK-DUNK-WHT-12,55.43%,60.00%,84.69%,24.17%,68.69%,55.40%
Baseline_v1,DC-Dubai-UAE,NK-CORTEZ-BLU-9,72.89%,33.65%,90.87%,12.11%,68.26%,40.56%
Baseline_v1,DC-Memphis-TN,NK-LEBRON-WHT-10,60.04%,51.35%,86.02%,21.69%,71.61%,42.34%
OP_Plan_2025,DC-Johannesburg-ZA,NK-CORTEZ-GLD-11,77.21%,30.49%,92.54%,10.96%,75.79%,35.09%
Consensus_v1,DC-Memphis-TN,NK-HUARACHE-GLD-7,64.10%,55.67%,84.24%,27.47%,64.16%,47.12%
Baseline_v2,DC-Memphis-TN,NK-BLAZER-OGR-12,56.35%,60.00%,80.94%,23.41%,82.83%,26.83%
Baseline_v1,DC-Shanghai-CN,NK-REACT-PPL-9,63.06%,50.54%,83.49%,22.83%,87.32%,20.27%
Baseline_v1,DC-Sao-Paulo-BR,NK-REACT-NVY-11,53.77%,60.00%,75.95%,36.51%,69.54%,48.05%
OP_Plan_2025,DC-Dubai-UAE,NK-JORDAN-BLK-8,66.65%,51.37%,74.48%,34.64%,83.81%,19.74%
OP_Plan_2025,DC-Memphis-TN,NK-ZOOM-PEGA-BLK-8,62.93%,60.00%,75.07%,34.56%,78.01%,35.51%
Baseline_v1,DC-Laakdal-BE,NK-AIR-FORCE-GRY-9,59.77%,60.00%,72.83%,41.58%,80.43%,24.83%
Baseline_v2,DC-Shanghai-CN,NK-JORDAN-GRN-7,72.61%,41.08%,87.46%,16.53%,85.29%,18.59%
Consensus_v1,DC-Dubai-UAE,NK-METCON-GRN-9,63.46%,54.39%,81.25%,31.31%,87.03%,16.55%
Baseline_v1,DC-Johannesburg-ZA,NK-AIR-MAX-OGR-11,59.55%,60.00%,76.48%,39.74%,82.87%,25.56%
Baseline_v2,DC-Johannesburg-ZA,NK-TEE-PRO-GRY-S,50.06%,60.00%,75.08%,30.74%,84.58%,21.24%
OP_Plan_2025,DC-Memphis-TN,NK-HUARACHE-WHT-8,77.95%,31.69%,77.54%,39.56%,75.52%,34.73%
Consensus_v1,DC-Laakdal-BE,NK-LEBRON-RED-12,68.14%,51.29%,80.07%,32.98%,77.14%,36.88%
Baseline_v2,DC-Johannesburg-ZA,NK-AIR-MAX-PPL-8,80.30%,29.17%,74.55%,36.74%,82.05%,26.23%
Consensus_v1,DC-Memphis-TN,NK-LEBRON-GRN-10,61.74%,48.34%,94.56%,9.55%,85.35%,24.01%
Baseline_v1,DC-Memphis-TN,NK-METCON-BLK-12,53.12%,60.00%,78.79%,34.79%,84.65%,20.19%
Baseline_v1,DC-Tokyo-JP,NK-JACKET-WIND-RED-L,50.14%,60.00%,85.38%,26.10%,81.80%,26.47%
Consensus_v1,DC-Portland-OR,NK-SPORTS-BRA-INDY-NVY-L,53.26%,57.47%,74.55%,37.30%,68.58%,54.84%
Consensus_v2,DC-Shanghai-CN,NK-ZOOM-PEGA-BLU-10,51.30%,60.00%,82.43%,28.31%,71.36%,45.85%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-OGR-7,81.39%,29.18%,86.32%,19.80%,84.36%,21.14%
Consensus_v2,DC-Tokyo-JP,NK-ALPHAFLY-GLD-7,50.45%,60.00%,76.22%,39.36%,62.57%,60.00%
Baseline_v1,DC-Memphis-TN,NK-KD-OGR-11,63.52%,52.49%,85.55%,21.86%,81.30%,28.16%
OP_Plan_2025,DC-Memphis-TN,NK-CORTEZ-RED-11,75.50%,31.28%,77.19%,27.71%,80.80%,32.38%
Baseline_v2,DC-Laakdal-BE,NK-HUARACHE-OGR-13,66.67%,56.73%,82.28%,25.90%,82.40%,22.11%
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-GRY-8,66.44%,45.11%,88.06%,15.82%,62.53%,55.75%
OP_Plan_2025,DC-Memphis-TN,NK-METCON-GRY-12,65.26%,47.34%,76.11%,33.51%,72.88%,40.82%
Consensus_v2,DC-Sao-Paulo-BR,NK-SPORTS-BRA-INDY-GRY-S,55.50%,54.98%,93.75%,10.98%,71.92%,35.03%
OP_Plan_2025,DC-Shanghai-CN,NK-LEBRON-BLK-11,71.52%,46.21%,79.85%,30.76%,80.50%,25.86%
Consensus_v2,DC-Johannesburg-ZA,NK-BLAZER-WHT-11,63.82%,60.00%,82.69%,28.51%,78.11%,36.82%
Baseline_v2,DC-Tokyo-JP,NK-BLAZER-PPL-13,67.74%,42.19%,83.19%,24.84%,82.41%,29.78%
Consensus_v1,DC-Shanghai-CN,NK-DUNK-GLD-8,70.69%,49.77%,89.32%,18.02%,62.85%,55.00%
Baseline_v1,DC-Johannesburg-ZA,NK-ALPHAFLY-BLU-12,65.06%,53.00%,89.54%,17.78%,71.05%,50.24%
Consensus_v2,DC-Portland-OR,NK-DUNK-GRY-7,74.44%,37.54%,75.05%,33.43%,73.79%,39.59%
Baseline_v2,DC-Dubai-UAE,NK-FREE-RN-GLD-10,69.45%,46.53%,82.32%,21.88%,74.38%,41.34%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-PPL-7,66.48%,43.66%,75.93%,32.16%,76.96%,33.50%
OP_Plan_2025,DC-Dubai-UAE,NK-HOODIE-CLUB-BLK-L,59.33%,60.00%,91.08%,13.71%,79.44%,33.34%
OP_Plan_2025,DC-Tokyo-JP,NK-VAPORFLY-BLU-12,68.87%,45.76%,94.06%,9.67%,82.49%,28.41%
OP_Plan_2025,DC-Memphis-TN,NK-ZOOM-PEGA-GRN-12,56.70%,52.06%,93.43%,10.19%,76.00%,35.35%
Consensus_v2,DC-Sao-Paulo-BR,NK-SHORT-DRI-RED-XL,64.47%,45.48%,80.74%,28.30%,87.50%,17.63%
Consensus_v1,DC-Memphis-TN,NK-METCON-OGR-11,58.12%,55.99%,85.13%,24.64%,65.90%,52.63%
OP_Plan_2025,DC-Johannesburg-ZA,NK-JORDAN-PPL-10,50.97%,60.00%,78.17%,35.34%,62.04%,60.00%
Consensus_v1,DC-Tokyo-JP,NK-LEBRON-NVY-12,73.29%,42.78%,83.44%,24.05%,66.99%,46.23%
Baseline_v1,DC-Johannesburg-ZA,NK-AIR-MAX-GRY-9,68.08%,54.75%,87.04%,18.78%,66.67%,53.77%
Baseline_v1,DC-Memphis-TN,NK-KD-BLU-9,80.24%,25.39%,87.49%,15.87%,80.07%,29.20%
Consensus_v1,DC-Tokyo-JP,NK-KD-RED-12,74.28%,39.08%,91.40%,11.37%,81.32%,30.11%
Consensus_v2,DC-Shanghai-CN,NK-KD-GRN-11,57.04%,58.81%,82.05%,27.15%,69.67%,36.68%
OP_Plan_2025,DC-Tokyo-JP,NK-KD-PPL-7,54.98%,60.00%,88.59%,18.33%,75.59%,40.75%
Baseline_v2,DC-Shanghai-CN,NK-METCON-GRY-11,52.93%,60.00%,93.34%,11.72%,80.74%,31.97%
OP_Plan_2025,DC-Portland-OR,NK-LEBRON-BLK-10,59.20%,57.11%,90.38%,16.73%,86.47%,23.28%
Consensus_v1,DC-Laakdal-BE,NK-HUARACHE-PPL-7,79.66%,32.52%,72.51%,47.32%,76.41%,36.93%
Baseline_v2,DC-Sao-Paulo-BR,NK-METCON-BLK-9,78.29%,31.94%,74.68%,35.86%,87.17%,22.49%
Consensus_v2,DC-Dubai-UAE,NK-ZOOM-PEGA-OGR-7,61.41%,50.08%,75.42%,35.61%,74.57%,34.54%
OP_Plan_2025,DC-Johannesburg-ZA,NK-METCON-NVY-11,64.21%,59.72%,75.61%,35.51%,75.97%,29.16%
