Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
Packaging,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Transfer,Replenishment,ORD-2025-000535,DC-Johannesburg-ZA,2025-W10,NK-REACT-GLD-7,3002,656,3658,3766,2832
WIP,FORECAST,SUP-India-CHN,Baseline_v1,Make,Replenishment,ORD-2025-000536,DC-Johannesburg-ZA,2025-W02,NK-AIR-FORCE-WHT-10,2910,579,3489,3389,1837
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v1,Make,Make-to-Order,ORD-2025-000537,DC-Shanghai-CN,2025-W08,NK-BLAZER-GRY-13,585,73,658,648,534
Packaging,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000538,DC-Memphis-TN,2025-W34,NK-KD-WHT-7,3895,676,4571,4575,2387
Packaging,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Make,Replenishment,ORD-2025-000539,DC-Johannesburg-ZA,2025-W08,NK-VAPORFLY-RED-7,372,1837,2209,2290,1851
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000540,DC-Dubai-UAE,2025-W16,NK-KD-RED-13,3298,497,3795,3748,2355
WIP,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000541,DC-Portland-OR,2025-W47,NK-KD-GLD-7,1143,3888,5031,5105,2604
Finished-Goods,FORECAST,SUP-China-GZH,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000542,DC-Memphis-TN,2025-W14,NK-REACT-GRY-8,3022,385,3407,3533,2060
Packaging,FIRM,SUP-Cambodia-PNH,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000543,DC-Shanghai-CN,2025-W16,NK-METCON-BLK-7,711,1840,2551,2593,1391
WIP,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Make-to-Order,ORD-2025-000544,DC-Johannesburg-ZA,2025-W09,NK-BLAZER-RED-8,3371,367,3738,3616,1820
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000545,DC-Shanghai-CN,2025-W42,NK-JORDAN-BLK-11,1557,155,1712,1781,1228
Semi-Finished,FIRM,SUP-Mexico-MTY,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000546,DC-Tokyo-JP,2025-W28,NK-CORTEZ-NVY-12,714,4118,4832,4609,3500
Finished-Goods,FORECAST,SUP-China-SHH,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000547,DC-Memphis-TN,2025-W12,NK-AIR-FORCE-RED-13,3525,563,4088,3992,3160
Finished-Goods,FORECAST,SUP-Mexico-MTY,Consensus_v1,Make,Seasonal-Build,ORD-2025-000548,DC-Tokyo-JP,2025-W41,NK-CORTEZ-BLU-9,3962,636,4598,4734,3333
Packaging,FIRM,SUP-Mexico-MTY,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000549,DC-Sao-Paulo-BR,2025-W32,NK-LEBRON-RED-8,376,1633,2009,1948,1263
Raw-Material,FORECAST,SUP-Mexico-MTY,Baseline_v1,Make,Make-to-Order,ORD-2025-000550,DC-Shanghai-CN,2025-W22,NK-LEBRON-GRY-7,1952,149,2101,2087,1158
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Buy,Replenishment,ORD-2025-000551,DC-Shanghai-CN,2025-W51,NK-DUNK-WHT-10,4009,678,4687,4716,3270
Raw-Material,FIRM,SUP-Cambodia-PNH,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000552,DC-Tokyo-JP,2025-W03,NK-METCON-GRY-10,1038,4025,5063,4955,3524
Packaging,FIRM,SUP-Mexico-MTY,Baseline_v2,Buy,Safety-Stock-Build,ORD-2025-000553,DC-Laakdal-BE,2025-W49,NK-CORTEZ-GLD-13,506,1336,1842,1924,1142
Packaging,FORECAST,SUP-India-CHN,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000554,DC-Tokyo-JP,2025-W40,NK-LEBRON-OGR-8,1140,175,1315,1321,961
WIP,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000555,DC-Tokyo-JP,2025-W10,NK-AIR-MAX-GRY-8,2515,165,2680,2677,2229
Raw-Material,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Make,Make-to-Stock,ORD-2025-000556,DC-Sao-Paulo-BR,2025-W24,NK-ZOOM-PEGA-WHT-10,965,302,1267,1250,636
Semi-Finished,FIRM,SUP-Cambodia-PNH,Baseline_v1,Make,Replenishment,ORD-2025-000557,DC-Sao-Paulo-BR,2025-W29,NK-DUNK-GRY-10,806,2424,3230,3158,1964
Semi-Finished,FORECAST,SUP-Mexico-MTY,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000558,DC-Tokyo-JP,2025-W44,NK-VAPORFLY-BLK-9,1081,189,1270,1286,855
Finished-Goods,FIRM,SUP-Cambodia-PNH,Consensus_v1,Make,Replenishment,ORD-2025-000559,DC-Tokyo-JP,2025-W43,NK-FREE-RN-PPL-13,1379,3343,4722,4923,2477
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000560,DC-Laakdal-BE,2025-W06,NK-ALPHAFLY-GRY-8,2750,779,3529,3471,2366
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000561,DC-Shanghai-CN,2025-W37,NK-CORTEZ-OGR-10,3218,431,3649,3574,2110
Packaging,FIRM,SUP-India-CHN,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000562,DC-Sao-Paulo-BR,2025-W25,NK-LEBRON-GRY-11,427,1219,1646,1589,992
Packaging,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000563,DC-Laakdal-BE,2025-W33,NK-ALPHAFLY-NVY-12,211,14,225,215,160
WIP,FIRM,SUP-Vietnam-HCM,Consensus_v1,Transfer,Replenishment,ORD-2025-000564,DC-Sao-Paulo-BR,2025-W49,NK-HUARACHE-GLD-8,742,2567,3309,3159,1790
Finished-Goods,FIRM,SUP-Cambodia-PNH,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000565,DC-Portland-OR,2025-W34,NK-JORDAN-GRN-12,252,544,796,802,550
Finished-Goods,FIRM,SUP-India-CHN,OP_Plan_2025,Make,Make-to-Stock,ORD-2025-000566,DC-Dubai-UAE,2025-W50,NK-DUNK-NVY-11,1220,3612,4832,4684,2484
WIP,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000567,DC-Memphis-TN,2025-W12,NK-KD-GRY-9,2395,407,2802,2747,1877
Finished-Goods,FIRM,SUP-Indonesia-JKT,Baseline_v1,Transfer,Seasonal-Build,ORD-2025-000568,DC-Portland-OR,2025-W10,NK-HUARACHE-OGR-8,1146,2861,4007,4026,3323
Semi-Finished,FORECAST,SUP-China-SHH,Consensus_v2,Make,Make-to-Stock,ORD-2025-000569,DC-Memphis-TN,2025-W50,NK-ZOOM-PEGA-GRN-12,1145,219,1364,1308,881
Raw-Material,FIRM,SUP-India-CHN,Consensus_v1,Buy,Make-to-Order,ORD-2025-000570,DC-Johannesburg-ZA,2025-W01,NK-DUNK-GLD-11,477,1731,2208,2226,1519
Raw-Material,FIRM,SUP-Vietnam-HCM,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000571,DC-Tokyo-JP,2025-W11,NK-AIR-MAX-WHT-8,1093,3303,4396,4322,3287
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Transfer,Replenishment,ORD-2025-000572,DC-Laakdal-BE,2025-W29,NK-BLAZER-GRY-9,2514,504,3018,3131,1613
Packaging,FIRM,SUP-Cambodia-PNH,Baseline_v2,Make,Make-to-Order,ORD-2025-000573,DC-Johannesburg-ZA,2025-W26,NK-REACT-PPL-8,468,1466,1934,1851,1437
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Make,Make-to-Stock,ORD-2025-000574,DC-Portland-OR,2025-W09,NK-FREE-RN-BLK-12,991,2954,3945,4041,2556
Packaging,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000575,DC-Dubai-UAE,2025-W19,NK-ALPHAFLY-GRY-7,2597,778,3375,3284,2456
Semi-Finished,FIRM,SUP-Vietnam-HCM,Baseline_v2,Make,Seasonal-Build,ORD-2025-000576,DC-Tokyo-JP,2025-W33,NK-ALPHAFLY-OGR-12,787,1953,2740,2846,2165
Semi-Finished,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000577,DC-Laakdal-BE,2025-W24,NK-ALPHAFLY-RED-9,182,11,193,186,136
Raw-Material,FIRM,SUP-India-CHN,Baseline_v1,Transfer,Replenishment,ORD-2025-000578,DC-Portland-OR,2025-W05,NK-AIR-MAX-BLU-7,1004,3278,4282,4433,3360
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Buy,Make-to-Stock,ORD-2025-000579,DC-Portland-OR,2025-W51,NK-HUARACHE-OGR-8,2845,256,3101,3000,1686
Raw-Material,FIRM,SUP-China-SHH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000580,DC-Johannesburg-ZA,2025-W51,NK-KD-OGR-13,511,1329,1840,1927,1120
Semi-Finished,FIRM,SUP-Vietnam-HCM,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000581,DC-Memphis-TN,2025-W23,NK-DUNK-NVY-7,67,198,265,255,165
Semi-Finished,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000582,DC-Shanghai-CN,2025-W31,NK-AIR-MAX-PPL-7,3608,706,4314,4241,2305
WIP,FIRM,SUP-Mexico-MTY,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000583,DC-Memphis-TN,2025-W08,NK-METCON-OGR-10,348,1812,2160,2099,1390
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v1,Make,Make-to-Order,ORD-2025-000584,DC-Portland-OR,2025-W03,NK-DUNK-BLU-10,808,74,882,896,701
Raw-Material,FORECAST,SUP-Mexico-MTY,Baseline_v2,Buy,Seasonal-Build,ORD-2025-000585,DC-Johannesburg-ZA,2025-W48,NK-HUARACHE-WHT-12,3652,955,4607,4721,2747
WIP,FIRM,SUP-China-SHH,Consensus_v2,Buy,Make-to-Order,ORD-2025-000586,DC-Portland-OR,2025-W50,NK-LEBRON-PPL-13,926,3473,4399,4225,3103
Packaging,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Transfer,Seasonal-Build,ORD-2025-000587,DC-Laakdal-BE,2025-W49,NK-ZOOM-PEGA-GRN-8,2448,310,2758,2705,1832
WIP,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Make-to-Stock,ORD-2025-000588,DC-Shanghai-CN,2025-W23,NK-HUARACHE-RED-8,1332,352,1684,1611,1318
Raw-Material,FIRM,SUP-Mexico-MTY,Consensus_v1,Buy,Make-to-Order,ORD-2025-000589,DC-Dubai-UAE,2025-W32,NK-VAPORFLY-PPL-9,277,1149,1426,1415,1070
Raw-Material,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000590,DC-Tokyo-JP,2025-W17,NK-LEBRON-OGR-13,1166,299,1465,1438,953
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Make,Make-to-Order,ORD-2025-000591,DC-Johannesburg-ZA,2025-W18,NK-KD-PPL-7,2843,511,3354,3466,2649
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000592,DC-Shanghai-CN,2025-W37,NK-CORTEZ-OGR-7,63,308,371,354,205
Packaging,FORECAST,SUP-Mexico-MTY,Consensus_v1,Buy,Safety-Stock-Build,ORD-2025-000593,DC-Shanghai-CN,2025-W04,NK-VAPORFLY-RED-13,1788,406,2194,2200,1176
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v2,Make,Replenishment,ORD-2025-000594,DC-Johannesburg-ZA,2025-W19,NK-KD-OGR-11,585,1733,2318,2350,1438
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000595,DC-Portland-OR,2025-W24,NK-ZOOM-PEGA-BLU-9,1462,350,1812,1777,1393
Semi-Finished,FORECAST,SUP-China-SHH,Consensus_v2,Make,Replenishment,ORD-2025-000596,DC-Tokyo-JP,2025-W49,NK-FREE-RN-BLU-10,3890,1013,4903,5103,2717
Packaging,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000597,DC-Memphis-TN,2025-W46,NK-BLAZER-PPL-10,904,1928,2832,2954,2377
Finished-Goods,FIRM,SUP-China-GZH,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000598,DC-Portland-OR,2025-W08,NK-METCON-BLU-10,456,1718,2174,2228,1759
Semi-Finished,FIRM,SUP-China-SHH,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000599,DC-Dubai-UAE,2025-W03,NK-ALPHAFLY-GRY-11,271,2145,2416,2489,1565
WIP,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000600,DC-Tokyo-JP,2025-W07,NK-JORDAN-RED-8,2780,546,3326,3274,2349
WIP,FIRM,SUP-Vietnam-HCM,Baseline_v2,Buy,Make-to-Order,ORD-2025-000601,DC-Memphis-TN,2025-W23,NK-AIR-FORCE-BLK-9,200,1573,1773,1727,989
Packaging,FIRM,SUP-Vietnam-HCM,Baseline_v2,Transfer,Replenishment,ORD-2025-000602,DC-Portland-OR,2025-W13,NK-AIR-MAX-PPL-7,44,327,371,385,223
Packaging,FIRM,SUP-China-SHH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000603,DC-Laakdal-BE,2025-W12,NK-HUARACHE-NVY-12,374,2988,3362,3197,2503
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Make,Make-to-Stock,ORD-2025-000604,DC-Laakdal-BE,2025-W52,NK-KD-BLK-12,752,208,960,968,655
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Buy,Make-to-Order,ORD-2025-000605,DC-Dubai-UAE,2025-W46,NK-METCON-BLK-9,778,118,896,878,582
WIP,FORECAST,SUP-Mexico-MTY,Baseline_v2,Make,Replenishment,ORD-2025-000606,DC-Memphis-TN,2025-W35,NK-AIR-FORCE-RED-12,1942,127,2069,2055,1483
Finished-Goods,FIRM,SUP-Vietnam-HCM,Baseline_v2,Buy,Safety-Stock-Build,ORD-2025-000607,DC-Sao-Paulo-BR,2025-W13,NK-AIR-FORCE-NVY-9,45,261,306,315,163
WIP,FIRM,SUP-China-SHH,Baseline_v1,Buy,Make-to-Stock,ORD-2025-000608,DC-Sao-Paulo-BR,2025-W44,NK-JORDAN-WHT-9,82,285,367,359,184
Raw-Material,FIRM,SUP-Bangladesh-DAC,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000609,DC-Portland-OR,2025-W10,NK-KD-PPL-7,136,1164,1300,1261,1053
Packaging,FORECAST,SUP-China-SHH,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000610,DC-Tokyo-JP,2025-W28,NK-AIR-MAX-BLU-10,3041,854,3895,3774,2570
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000611,DC-Sao-Paulo-BR,2025-W50,NK-FREE-RN-BLK-13,2218,529,2747,2632,2021
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v2,Transfer,Replenishment,ORD-2025-000612,DC-Portland-OR,2025-W21,NK-METCON-GRN-13,3610,197,3807,3691,3116
Finished-Goods,FIRM,SUP-Mexico-MTY,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000613,DC-Shanghai-CN,2025-W31,NK-HUARACHE-BLU-9,1350,3885,5235,5087,3332
Semi-Finished,FORECAST,SUP-China-SHH,Baseline_v2,Make,Make-to-Order,ORD-2025-000614,DC-Memphis-TN,2025-W28,NK-CORTEZ-GRY-12,1277,321,1598,1591,970
Semi-Finished,FORECAST,SUP-India-CHN,Consensus_v1,Transfer,Replenishment,ORD-2025-000615,DC-Tokyo-JP,2025-W27,NK-JORDAN-PPL-12,2431,547,2978,3054,1821
Finished-Goods,FIRM,SUP-China-SHH,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000616,DC-Laakdal-BE,2025-W29,NK-CORTEZ-GRY-9,727,2231,2958,2872,1940
WIP,FIRM,SUP-China-GZH,Baseline_v1,Make,Make-to-Stock,ORD-2025-000617,DC-Tokyo-JP,2025-W48,NK-KD-GRY-13,901,3692,4593,4593,3269
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Make-to-Stock,ORD-2025-000618,DC-Portland-OR,2025-W19,NK-ALPHAFLY-OGR-12,1232,138,1370,1337,1012
Semi-Finished,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Replenishment,ORD-2025-000619,DC-Tokyo-JP,2025-W17,NK-AIR-MAX-PPL-10,1922,465,2387,2492,2033
Packaging,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000620,DC-Shanghai-CN,2025-W49,NK-CORTEZ-RED-11,593,2530,3123,3135,2629
Finished-Goods,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000621,DC-Johannesburg-ZA,2025-W14,NK-AIR-MAX-BLK-8,444,111,555,576,362
Raw-Material,FIRM,SUP-Vietnam-HCM,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000622,DC-Portland-OR,2025-W43,NK-METCON-WHT-12,943,2536,3479,3324,2220
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Transfer,Replenishment,ORD-2025-000623,DC-Dubai-UAE,2025-W01,NK-AIR-MAX-OGR-11,2575,414,2989,3133,2644
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v2,Make,Make-to-Order,ORD-2025-000624,DC-Johannesburg-ZA,2025-W10,NK-KD-GLD-8,1354,351,1705,1628,1069
Semi-Finished,FORECAST,SUP-China-GZH,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000625,DC-Sao-Paulo-BR,2025-W41,NK-METCON-BLK-11,2154,460,2614,2655,1374
Finished-Goods,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Make-to-Order,ORD-2025-000626,DC-Memphis-TN,2025-W03,NK-CORTEZ-BLU-13,1432,373,1805,1845,972
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Make,Replenishment,ORD-2025-000627,DC-Laakdal-BE,2025-W50,NK-REACT-GLD-9,1706,456,2162,2190,1319
Semi-Finished,FORECAST,SUP-Mexico-MTY,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000628,DC-Dubai-UAE,2025-W12,NK-LEBRON-BLU-9,837,128,965,942,472
Packaging,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Seasonal-Build,ORD-2025-000629,DC-Laakdal-BE,2025-W46,NK-BLAZER-GLD-13,1075,254,1329,1350,786
Finished-Goods,FORECAST,SUP-India-CHN,Consensus_v1,Make,Replenishment,ORD-2025-000630,DC-Portland-OR,2025-W38,NK-DUNK-BLU-12,884,275,1159,1160,916
Raw-Material,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000631,DC-Portland-OR,2025-W45,NK-ZOOM-PEGA-NVY-13,3576,546,4122,4120,2845
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Replenishment,ORD-2025-000632,DC-Tokyo-JP,2025-W16,NK-ALPHAFLY-WHT-10,1166,137,1303,1288,731
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Buy,Replenishment,ORD-2025-000633,DC-Sao-Paulo-BR,2025-W09,NK-VAPORFLY-GRN-7,2245,294,2539,2487,1472
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000634,DC-Johannesburg-ZA,2025-W46,NK-REACT-NVY-10,894,256,1150,1171,718
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000635,DC-Sao-Paulo-BR,2025-W05,NK-AIR-MAX-BLK-11,2905,796,3701,3522,2611
Semi-Finished,FIRM,SUP-China-SHH,Baseline_v1,Buy,Replenishment,ORD-2025-000636,DC-Tokyo-JP,2025-W52,NK-AIR-MAX-OGR-13,491,3047,3538,3572,2316
Semi-Finished,FIRM,SUP-China-SHH,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000637,DC-Sao-Paulo-BR,2025-W42,NK-METCON-PPL-7,464,2403,2867,2910,1606
WIP,FORECAST,SUP-India-CHN,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000638,DC-Portland-OR,2025-W36,NK-CORTEZ-WHT-8,1034,107,1141,1177,935
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000639,DC-Laakdal-BE,2025-W31,NK-JORDAN-GRY-10,3531,549,4080,4265,3285
WIP,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Buy,Replenishment,ORD-2025-000640,DC-Dubai-UAE,2025-W49,NK-AIR-FORCE-GRY-7,2039,445,2484,2383,1433
WIP,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Buy,Seasonal-Build,ORD-2025-000641,DC-Tokyo-JP,2025-W06,NK-FREE-RN-OGR-9,886,3403,4289,4239,3360
Semi-Finished,FIRM,SUP-China-GZH,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000642,DC-Memphis-TN,2025-W49,NK-DUNK-GLD-11,939,2470,3409,3286,2268
Packaging,FORECAST,SUP-Cambodia-PNH,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000643,DC-Memphis-TN,2025-W32,NK-METCON-NVY-13,1782,396,2178,2278,1616
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Make-to-Order,ORD-2025-000644,DC-Memphis-TN,2025-W26,NK-AIR-FORCE-GLD-7,2461,584,3045,3016,2042
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000645,DC-Memphis-TN,2025-W12,NK-DUNK-WHT-13,1655,303,1958,2023,1716
Semi-Finished,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000646,DC-Johannesburg-ZA,2025-W09,NK-AIR-FORCE-GRN-7,400,58,458,460,347
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000647,DC-Portland-OR,2025-W25,NK-DUNK-GRN-12,94,411,505,505,401
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000648,DC-Laakdal-BE,2025-W23,NK-LEBRON-PPL-9,3512,521,4033,4219,2787
WIP,FORECAST,SUP-India-CHN,Consensus_v2,Make,Make-to-Order,ORD-2025-000649,DC-Johannesburg-ZA,2025-W24,NK-ZOOM-PEGA-GRY-8,2227,575,2802,2733,2012
Raw-Material,FORECAST,SUP-China-GZH,Consensus_v2,Make,Make-to-Stock,ORD-2025-000650,DC-Memphis-TN,2025-W16,NK-AIR-FORCE-BLU-12,2429,595,3024,2889,2274
WIP,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Make-to-Stock,ORD-2025-000651,DC-Laakdal-BE,2025-W17,NK-REACT-NVY-12,1079,301,1380,1398,1058
Semi-Finished,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000652,DC-Portland-OR,2025-W19,NK-HUARACHE-PPL-8,1882,432,2314,2215,1256
Raw-Material,FIRM,SUP-India-CHN,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000653,DC-Sao-Paulo-BR,2025-W14,NK-KD-WHT-11,536,2706,3242,3334,2031
Packaging,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000654,DC-Tokyo-JP,2025-W08,NK-FREE-RN-GRY-10,973,3838,4811,4589,3320
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Buy,Replenishment,ORD-2025-000655,DC-Shanghai-CN,2025-W45,NK-CORTEZ-OGR-8,813,179,992,1006,816
Semi-Finished,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Make,Make-to-Order,ORD-2025-000656,DC-Portland-OR,2025-W13,NK-BLAZER-OGR-9,4126,969,5095,5310,2849
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v2,Make,Seasonal-Build,ORD-2025-000657,DC-Laakdal-BE,2025-W22,NK-LEBRON-BLK-13,1296,121,1417,1419,808
Semi-Finished,FIRM,SUP-Vietnam-HCM,Baseline_v1,Make,Make-to-Stock,ORD-2025-000658,DC-Laakdal-BE,2025-W16,NK-JORDAN-GRY-10,1144,2523,3667,3749,2979
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Make,Make-to-Order,ORD-2025-000659,DC-Sao-Paulo-BR,2025-W33,NK-AIR-MAX-WHT-13,3959,518,4477,4504,3643
Raw-Material,FIRM,SUP-China-GZH,Consensus_v1,Buy,Safety-Stock-Build,ORD-2025-000660,DC-Dubai-UAE,2025-W40,NK-FREE-RN-RED-7,1192,3677,4869,4860,2589
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000661,DC-Tokyo-JP,2025-W33,NK-KD-BLK-10,761,199,960,924,611
Packaging,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000662,DC-Tokyo-JP,2025-W13,NK-DUNK-OGR-9,2502,398,2900,2764,1918
Semi-Finished,FIRM,SUP-India-CHN,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000663,DC-Shanghai-CN,2025-W19,NK-DUNK-NVY-11,794,1567,2361,2295,1888
Packaging,FORECAST,SUP-Mexico-MTY,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000664,DC-Memphis-TN,2025-W02,NK-DUNK-NVY-10,3884,283,4167,4253,2815
Packaging,FORECAST,SUP-India-CHN,Baseline_v2,Transfer,Replenishment,ORD-2025-000665,DC-Johannesburg-ZA,2025-W50,NK-VAPORFLY-BLU-8,2602,445,3047,3071,1710
Packaging,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Make,Seasonal-Build,ORD-2025-000666,DC-Dubai-UAE,2025-W22,NK-REACT-GRY-10,35,233,268,266,208
Packaging,FORECAST,SUP-India-CHN,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000667,DC-Memphis-TN,2025-W32,NK-LEBRON-BLK-9,3910,400,4310,4132,2632
Raw-Material,FIRM,SUP-China-GZH,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000668,DC-Sao-Paulo-BR,2025-W46,NK-ZOOM-PEGA-BLU-11,1012,2833,3845,3748,2299
